id,prompt,schedule,tags,subdescriptions
1531,"There are four stones under a large, dense tree, all of which are round.","['A tree with stones beneath.', 'A large tree casts shadows on stones with moss.', 'A dense tree with a canopy shades round stones with moss, creating calm.', 'A large tree spreads its lush canopy, casting shadows over round stones. The stones, covered in moss, create a serene and timeless atmosphere.', 'A large, dense tree spreads its lush canopy, casting shadows over four perfectly round stones beneath its branches. The stones are evenly spaced, embedded in the earth, and covered with patches of soft moss, creating a serene and timeless atmosphere. The scene is harmoniously balanced and universal in its tranquility.']","Attribute,Spatial Relation,Counting,Universal","['A large, dense tree with a lush canopy', ""The tree's branches spread wide, casting shadows"", 'Four stones are situated beneath the tree', 'The stones have a perfectly round shape', 'The stones are evenly spaced apart', 'Patches of soft moss cover the stones', 'The stones are embedded in the earth', 'The scene conveys a serene and timeless atmosphere', 'The setting is harmoniously balanced and tranquil', 'Shadows are cast over the stones by the tree', 'The atmosphere of the scene is peaceful and universal']"
1532,"There are four roses in a clear glass vase, all of which are red, and all of which are not open.","['A glass vase holds four closed red roses.', 'A vase with glass and red roses. Light highlights red petals.', 'A vase with four closed red roses. Glass refracts light, highlighting red petals and creating color interplay.', 'A clear glass vase holds four closed red roses. The glass glistens, refracting light to highlight vibrant red petals, creating an interplay of color and translucence. The arrangement embodies symmetry and elegance with each flower visible in alignment.', 'A clear glass vase holds four closed red roses, each poised upright in pristine clarity. The glass glistens, refracting light to highlight the vibrant red petals tightly furled, creating an interplay of color and translucence. The arrangement embodies symmetry and elegance, with each flower distinctly visible in harmonious alignment.']","Attribute,Spatial Relation,Counting,Negation,Universal","['Glass vase is clear and holds the flowers', 'The vase glistens and refracts light', 'There are four red roses in the vase', 'Roses are closed and upright', 'Red petals are vibrant and tightly furled', 'Arrangement of flowers is symmetrical', 'Each rose is distinctly visible', 'The overall arrangement is elegant', 'Vase material is glass', 'Roses are positioned in a harmonious alignment', 'There are four roses in total']"
1533,A tiger looks at an unopened can in distress.,"['A tiger looks at a can in the jungle.', 'A tiger in the jungle looks at a shiny can under sunlight.', 'A perplexed tiger gazes at a shimmering can in the jungle. Sun highlights its stripes.', 'A perplexed tiger gazes at an unopened can amidst lush foliage. Sun highlights its vibrant stripes. Its eyes show wonder and frustration.', ""A perplexed tiger gazes at an unopened, shimmering can nestled amidst lush green foliage. The sun casts a warm glow, highlighting the tiger's vibrant orange and black stripes. Its curious eyes reflect a mix of wonder and frustration, as the can remains an enigmatic puzzle in the serene jungle setting.""]","Action Relation,Attribute","['Tiger is gazing at an unopened can', 'The can is shimmering and nestled amidst foliage', 'Lush green foliage surrounds the scene', 'Sunlight casts a warm glow on the area', 'Tiger has vibrant orange and black stripes', ""The tiger's eyes reflect wonder and frustration"", 'The can is an enigmatic puzzle to the tiger', 'Scene is set in a serene jungle setting', 'The tiger appears perplexed and curious', 'Foliage is lush and green', ""Tiger's gaze is fixed on the unopened can"", ""Sunlight highlights the tiger's stripes"", ""Tiger's expression shows a mix of emotions"", 'The atmosphere is serene in the jungle setting']"
1534,"Two cartoon mice are fighting over a loaf of bread that isn't mouldy, while other loaves of bread scattered next to it are mouldy.","['Two mice play tug-of-war with a loaf of bread.', 'Two mice pull on a loaf. Moldy bread and crumbs on the table.', 'Two animated mice playfully tug a loaf. Moldy loaves and breadcrumbs scatter the rustic table.', 'In a lively scene, two animated mice tug-of-war over a fresh loaf. Moldy loaves contrast behind, with breadcrumbs scattered on the rustic wooden table.', 'In a lively scene, two animated mice engage in a playful tug-of-war over a fresh, golden-brown loaf of bread. Surrounding them, several loaves covered in vibrant green mold create a contrasting backdrop. The expressive faces of the mice reveal their determination, set amidst scattered breadcrumbs on the rustic wooden table.']","Action Relation,Attribute,Spatial Relation,Counting,Differentiation,Negation","['Two animated mice are engaging in a playful tug-of-war', 'The object of the tug-of-war is a fresh, golden-brown loaf of bread', 'Several loaves are covered in vibrant green mold', 'The mice have expressive faces that reveal their determination', 'Breadcrumbs are scattered on the wooden table', 'The table is rustic and made of wood', 'Two mice are present in the scene', 'The loaf of bread being tugged is fresh and golden-brown', 'Moldy loaves create a contrasting backdrop', ""The mice's activity is playful tug-of-war"", 'The scene is lively', 'There are multiple loaves in the scene', 'The contrast in the scene is between fresh and moldy bread']"
1535,"A salesperson holds a pillow in each hand, and the pillow in the left hand looks softer than the one in the right.","['Salesperson holds pillows in showroom.', 'Salesperson with two pillows: one soft, one firm.', 'Salesperson in showroom holds plush and firm pillows.', 'A confident salesperson in a showroom holds a plush down pillow in one hand and a firm memory foam pillow in the other, showcasing their distinct qualities.', 'A confident salesperson stands in a modern showroom, holding luxurious pillows in each hand. The pillow in the left hand, crafted from plush down feathers, looks exceedingly soft and inviting, while the one in the right hand, filled with firm memory foam, exudes a sleek, structured appearance, highlighting their distinct qualities.']","Action Relation,Attribute,Spatial Relation,Comparison,Differentiation,Universal","['Salesperson stands in a showroom', 'Showroom is modern in style', 'Salesperson holds pillows in each hand', 'Pillow in the left hand is crafted from plush down feathers', 'Pillow in the right hand is filled with memory foam', 'Left-hand pillow looks soft and inviting', 'Right-hand pillow appears sleek and structured', 'Pillows highlight their distinct qualities', 'Pillows are luxurious in nature', 'Down feather pillow is exceedingly soft', 'Memory foam pillow is firm', 'Salesperson appears confident']"
1536,A group of students were happily playing in the classroom with no teacher at the podium.,"['Students play in a lively classroom with toys and books.', 'Diverse students play energetically in a classroom with toys. Sunlight and art on walls create a warm, creative atmosphere.', 'Diverse students joyfully play in a lively classroom filled with toys and books. Sunlight and art-adorned walls highlight creativity.', 'A lively classroom with diverse students playing energetically among toys and books. Sunlight through windows and art on walls create a warm, creative atmosphere.', 'In a lively classroom, a joyful group of diverse students energetically play together, amidst scattered colorful educational toys and books, capturing the spirit of exploration without a teacher at the podium. Sunlight filters through large windows, casting warm glows across the vibrant, art-adorned walls, emphasizing an atmosphere of creativity and freedom.']","Action Relation,Attribute,Scene,Spatial Relation,Negation","['A group of diverse students energetically play together', 'Colorful educational toys are scattered around the classroom', 'Books are scattered amidst the toys', 'No teacher is present at the podium', 'Large windows allow sunlight to filter into the room', 'Walls are vibrant and adorned with art', 'Sunlight casts warm glows across the room', 'The atmosphere is one of creativity and freedom', 'The classroom is lively and joyful', 'Students are engaged in play, exploring', 'The walls are decorated with art', 'Windows are large, letting in sunlight', 'The classroom has an atmosphere of exploration', 'Educational toys and books are used for learning', 'Students are diverse in the classroom setting']"
1537,"A student pretends to be writing, yet he has no pen in his hand.","['A student with messy hair mimics writing at a desk.', 'A student with tousled hair pretends to write in a sunlit classroom. His hand hovers over an open notebook.', 'A young student with tousled hair, pretending to write, sits at a wooden desk in sunlight. His empty hand over an open notebook casts a shadow.', 'A young student, with tousled hair, sits at a wooden desk in a sunlit classroom, mimicking writing with intent expression. His empty hand hovers over an open notebook, casting a shadow and looking attentive but mischievous.', 'A young student, with tousled hair, sits at a wooden desk in a sunlit classroom, mimicking the act of writing with an intent expression. His empty hand hovers over an open notebook, casting a subtle shadow, devoid of a pen, with an attentive but mischievous look in his eyes.']","Action Relation,Attribute,Part Relation,Negation","['Student with tousled hair sitting at a desk', 'Desk is made of wood', 'Classroom is sunlit', 'Student has an intent expression', 'Student mimics writing with an empty hand', 'Notebook is open on the desk', ""Student's hand casts a subtle shadow on the notebook"", 'Student does not have a pen in his hand', 'Student has an attentive look in his eyes', ""Student's expression is also described as mischievous"", 'Empty hand hovering over the notebook', 'Interior of a classroom setting', 'Notebook is devoid of writing tools', 'The classroom is illuminated by sunlight']"
1538,"Three purple gemstones and one pink gemstone, with the pink gemstone having the smoothest looking surface","['Pink gemstone surrounded by purple gemstones.', 'Pink gemstone with smooth surface and glow, surrounded by purple gemstones.', 'Smooth, polished pink gemstone surrounded by lustrous purple gemstones in harmony.', 'Three lustrous purple gemstones surround a polished pink gemstone, highlighting its refinement and glow.', ""Three lustrous purple gemstones surround a single pink gemstone, which stands out with its exceptionally smooth and polished surface. Each gemstone gleams with rich, vivid hues, arranged in a harmonious composition. The pink gemstone's distinct refinement and glow highlight its superior craftsmanship and unique allure.""]","Attribute,Part Relation,Comparison,Counting,Differentiation","['Purple gemstones are lustrous and vibrant', 'A single pink gemstone is positioned among the purple ones', 'The pink gemstone has an exceptionally smooth, polished surface', 'Gemstones are arranged in a harmonious composition', 'The gemstones gleam with rich, vivid hues', 'Pink gemstone stands out due to its distinct refinement and glow', 'The arrangement highlights superior craftsmanship', 'Gemstones exhibit a unique allure', 'There are four gemstones in total', 'Purple gemstones are three in number', 'Pink gemstone distinguishes itself from the others', 'The composition emphasizes harmony with color contrasts']"
1539,"A studio with two girls in suits, the girl without a tie looks busier than the one with a tie.","['Two women in suits, one focused, the other relaxed.', 'Two women in a studio, one focused without a tie, the other relaxed with a tie.', 'In a studio, two women in suits: one focused without a tie, the other relaxed with a tie.', 'In a modern studio, two women stand in tailored suits: one intensely focused without a tie, the other relaxed with a tie.', 'In a modern studio, two professional women are standing side by side, both in elegantly tailored suits. The first girl, without a tie, appears intensely focused, her posture and expression exuding a sense of urgency. In contrast, the girl with a tie appears more relaxed and composed, observing her colleague with interest.']","Attribute,Part Relation,Scene,Spatial Relation,Comparison,Differentiation,Negation","['Modern studio setting', 'Two professional women standing side by side', 'Both women wearing elegantly tailored suits', 'First girl is without a tie', 'First girl appears intensely focused', ""First girl's posture and expression show a sense of urgency"", 'Girl with a tie appears more relaxed', 'Girl with a tie is observing her colleague', 'Contrast in demeanor between the two women', 'Studio environment is modern', 'One woman is wearing a tie', 'Both women are professional in appearance']"
1540,"There are two sets of boxes on the floor, one on the left is a paper box and the other on the right is a plastic box, and the paper boxes are arranged more neatly than the plastic boxes.","['Neat paper boxes and messy plastic boxes on the floor.', 'Neat paper boxes on left, messy plastic boxes on right.', 'Paper boxes are stacked neatly on left. Plastic boxes are scattered on right. Paper boxes are more than plastic ones.', 'On the floor, neatly stacked paper boxes on the left. On the right, a scattered collection of plastic boxes. The paper boxes outnumber the plastic ones.', 'Two distinct sets of boxes lie on the floor; the left features neatly stacked paper boxes, exhibiting a sense of order and precision, while on the right, a haphazard collection of plastic boxes presents a stark contrast. The tidy paper boxes clearly outnumber the disordered plastic ones, emphasizing their organized arrangement.']","Attribute,Spatial Relation,Comparison,Counting,Differentiation","['Paper boxes are neatly stacked on the floor.', 'Plastic boxes are scattered in a haphazard manner.', 'There are two distinct sets of boxes on the floor.', 'Paper boxes exhibit a sense of order and precision.', 'Plastic boxes present a stark contrast to the paper boxes.', 'Paper boxes outnumber the plastic ones.', 'Paper boxes are tidily arranged.', 'Plastic boxes are disordered.', 'Boxes are made of paper and plastic materials.', 'The arrangement of paper boxes is organized.', 'The left side of the floor features paper boxes.', 'The right side of the floor features plastic boxes.', 'Counting shows more paper boxes than plastic boxes.']"
1541,It's raining outside the house and a mother is instructing her two children in their studies; the child without a hat is more frustrated than the one with a hat.,"['A mother helps two children study in a rainy house.', 'A mother guides her children in a cozy, rainy house. One child is frustrated, the other is calm.', 'A mother guides two kids in a rainy, warmly lit room. One child is tense, the other is calm.', 'A mother guides her two children in a cozy, rain-soaked house. The room is warmly lit, and raindrops hit the windows. One child is frustrated, while the hatted sibling is calm.', 'A mother attentively guides her two children through their studies inside a cozy, rain-soaked house. The room is warmly lit, with raindrops softly drumming against the windows. The child without a hat is visibly more frustrated, their tense expression contrasting with the calm demeanor of the hatted sibling.']","Action Relation,Attribute,Part Relation,Scene,Comparison,Counting,Differentiation,Negation","['Mother guiding her children through their studies', 'Two children engaged in study activities', 'The house is cozy and provides a warm atmosphere', 'Raindrops can be heard drumming against the windows', 'The room is illuminated with warm lighting', 'One child wears a hat while studying', 'The child without a hat shows signs of frustration', 'The hatted child has a calm demeanor', 'Three people are present in the room', 'The house is rain-soaked', 'The lighting in the room is warm and inviting', 'Contrast between the frustrated child and the calm sibling', 'Inside of a house during rainfall ambiance', ""The mother is attentive to her children's studies"", 'There are raindrops hitting the windows']"
1542,"Two houses with gardens, the grass in the beige fenced yard looks sparser than in the orange fenced yard.","['Two houses with different gardens.', 'Two houses: one with beige fence, sparse grass; the other with orange fence, lush grass.', 'Two houses: beige fence, sparse yard; orange fence, lush garden. Contrast in grass density.', 'Two houses: one with beige fence and sparse grass; the other with orange fence and lush, dense garden. Grass density contrasts highlight differences.', 'A scene featuring two distinct houses, each with its own lush garden. One house is bordered by a beige fence surrounding a sparsely grassed yard, while the other boasts an orange fence and a verdant, densely grass-covered garden. The contrast in grass density vividly highlights the differences between the two properties.']","Attribute,Part Relation,Scene,Spatial Relation,Comparison,Counting,Differentiation","['Two distinct houses are featured in the scene', ""A beige fence surrounds one house's yard"", ""An orange fence borders the other house's garden"", 'One yard has sparse grass', 'The other garden has dense, lush grass', 'The two properties have different fence colors: beige and orange', 'Grass density contrasts vividly between the two properties', 'Each house has its own garden', 'One garden is verdant and densely grassed', 'The scene includes a sparsely grassed yard', 'Houses are distinguishable by their surrounding fences and grass density']"
1543,A group of spring breakers all without hats.,"['A diverse group enjoying a sunny beach.', 'Young people laughing on a sunny beach, with ocean and clear skies.', 'Diverse spring breakers laughing on a sunny beach. The ocean and clear skies add to their carefree energy.', 'A vibrant group of spring breakers joyfully playing on a sunny beach. Golden sunlight highlights their diversity, with a backdrop of ocean waves and clear skies, evoking freedom and adventure.', 'A vibrant group of enthusiastic spring breakers on a sunny beach, all joyfully laughing and playing, their heads uncovered, emphasizing their diversity without hats. Golden sunlight illuminates the scene, capturing their carefree, youthful energy amidst a backdrop of blue ocean waves and clear skies, evoking a sense of freedom and adventure.']","Part Relation,Negation,Universal","['Enthusiastic spring breakers grouped together on the beach', 'All individuals are laughing and playing joyfully', 'None of the people are wearing hats', 'The group is diverse, highlighted by their uncovered heads', 'Golden sunlight brightens the beach scene', 'Youthful energy is captured in the activity', 'Surroundings include blue ocean waves and clear skies', 'Feelings of freedom and adventure are emphasized', 'Ocean waves provide a backdrop to the scene', 'Clear skies stretch above the beach', 'The time of year is spring, inferred by the spring breakers', 'The scene evokes a sense of carefree enjoyment']"
1544,A farm where none of the lambs are standing up.,"['Lambs on a farm lay in the pasture.', 'Lambs lay on green pasture under vast sky; sunlight and shadows on wool.', 'Lambs are scattered on vibrant green pasture under dappled sunlight; soft shadows on their coats.', 'On a tranquil farm, lambs are scattered on the green pasture under a vast sky. Dappled sunlight kisses their woolly coats, casting soft shadows and highlighting the calm rural charm.', 'On a tranquil farm, lush and sprawling under a vast sky, all lambs lay scattered across the vibrant green pasture, none are standing. Dappled sunlight kisses their woolly coats, casting soft shadows. The serene, universal stillness emphasizes the gentle undulation of the landscape, exuding a calm, picturesque rural charm.']","Attribute,Scene,Negation,Universal","['The farm is tranquil with a calm atmosphere', 'Lambs are laying scattered across the pasture', 'None of the lambs are standing', 'The pasture is vibrant green', 'Dappled sunlight casts soft shadows', 'Soft shadows are cast on the woolly coats of lambs', 'The landscape has gentle undulation', 'The sky above the farm is vast', 'The farm exudes a picturesque rural charm', ""Sunlight is dappled on the lambs' woolly coats"", 'The scene emphasizes a serene and universal stillness']"
1545,A birthday party with all presents on the table unopened.,"['A birthday party with decorations and balloons.', 'A vibrant birthday party with colorful decorations and balloons. A table with presents.', 'A vibrant birthday scene with colorful decorations, balloons, and a table with wrapped presents, all unopened.', 'A vibrant birthday party filled with colorful decorations and balloons. A table with a festive tablecloth holds an array of unopened presents, glistening under warm lighting, creating a joyful atmosphere.', 'A vibrant birthday party scene filled with colorful decorations and balloons. A beautifully arranged table, adorned with a festive tablecloth, holds an array of wrapped presents in various shapes and sizes, all unopened. The gifts glisten under the warm, ambient lighting, creating a joyful atmosphere of anticipation and celebration.']","Attribute,Scene,Spatial Relation,Universal","['Colorful decorations fill the birthday party scene', 'Balloons are present at the party', 'The table is beautifully arranged for the celebration', 'A festive tablecloth adorns the table', 'Wrapped presents are placed on the table', 'Presents are in various shapes and sizes', 'Gifts are all unopened, adding to the anticipation', 'The warm ambient lighting illuminates the scene', 'The birthday party atmosphere is joyful and celebratory', 'The presents glisten under the lighting', 'Presents are stacked on the table in various shapes', ""Decorations and balloons enhance the party's vibrancy"", 'A variety of shapes and sizes are seen in the presents', 'Lighting creates a warm and inviting ambiance']"
1546,"Three flowers in the meadow, with only the red rose blooming; the others are not open.","['A blooming red rose in a green meadow.', 'A red rose in bloom with two closed buds in the sunlit meadow.', 'A vibrant red rose blooms beside two closed buds in a sunny green meadow.', 'In a lush meadow, a red rose in full bloom contrasts against green foliage under the morning sunlight, with two closed buds nearby.', ""In a lush meadow, three flowers stand out; a vibrant red rose in full bloom exudes beauty, while two other flower buds remain tightly closed. The morning sunlight casts gentle shadows, highlighting the stunning contrast of the rose's petals against the tranquil backdrop of green foliage.""]","Attribute,Scene,Spatial Relation,Counting,Differentiation,Negation","['In a lush meadow', 'Three flowers are present', 'A vibrant red rose is in full bloom', 'Two other flower buds are tightly closed', 'Morning sunlight casts gentle shadows', ""The rose's petals are contrasting against green foliage"", 'The rose exudes beauty', 'The backdrop is tranquil with green foliage', 'The rose stands out in the meadow', 'Sunlight highlights the stunning contrast of the rose', 'The meadow is lush']"
1547,A street where all the windows are shattered.,"['A deserted street with broken windows and glass shards.', 'An empty street, buildings with shattered windows reflect sunlight. Glass shards on the ground create a mosaic.', 'A deserted urban street with shattered windows reflecting sunlight. Shards of glass create a mosaic beneath an overcast sky.', 'A deserted urban street lined with buildings, each window shattered, reflecting sunlight in broken geometries. Shards glisten on the ground as the architectural remnants evoke a haunting atmosphere.', 'A deserted urban street lined with buildings, where every window is shattered, reflecting glimmers of sunlight in broken, jagged geometries. Shards glisten on the ground, creating a mosaic of glass beneath an overcast sky. The architectural remnants evoke a haunting atmosphere, highlighting the contrast between eerie desolation and vestiges of past life.']","Attribute,Scene,Universal","['Buildings line the urban street', 'Windows in every building are shattered', 'Sunlight reflects from the broken windows in jagged geometries', 'Shards of glass glisten on the ground', 'The sky above is overcast', 'Shattered glass creates a mosaic on the ground', 'The street is deserted with no people around', 'The atmosphere is haunting and eerie', 'The architecture evokes a sense of desolation', 'There is a contrast between desolation and past life', 'Street is part of an urban environment', 'Windows reflect sunlight in fractured patterns', 'Ground is covered with shards of glass', 'Broken windows contribute to the feeling of past life remnants']"
1548,A theatre in which no audience is sleeping.,"['A theatre full of energy with an attentive audience.', 'A theatre with bright stage lights and an attentive audience in red velvet seats.', 'A bustling theatre, bright stage lights capture attention. Red velvet seats and ornate details add to the dynamic atmosphere.', ""A bustling theatre where the stage is brightly lit, capturing everyone's attention. Rich red velvet seats and golden ornate details ensure an engaging atmosphere."", ""A bustling theatre, alive with energy, where not a single audience member nods off. The stage is brightly illuminated, capturing everyone's rapt attention. Rich red velvet seats, golden ornate details, and a mesmerizing performance hold every eye wide open, ensuring an engaging and dynamic atmosphere throughout the grand auditorium.""]","Attribute,Scene,Negation","['Theatre is bustling and alive with energy', 'Not a single audience member is nodding off', 'Stage is brightly illuminated', 'Audience is captivated and paying attention', 'The seats are made of rich red velvet', 'Seats have golden ornate details', 'The performance is mesmerizing', ""Every audience member's eyes are wide open"", 'Atmosphere is engaging and dynamic', 'Located within a grand auditorium']"
1549,"On the subway, none of the passengers are playing with their phones.","['Passengers talk, read, and look out windows in a subway.', 'In a subway, people talk, read, look out windows. Ads on walls reflect colors. No phones, just social interaction.', 'In a subway, passengers converse, read, or gaze out windows. Colorful ads reflect off walls. No phones, just diverse interactions and expressions.', 'In an urban subway, passengers converse, read, and gaze out windows. Vibrant ads reflect colors. No phone use creates unique social interaction, highlighting diverse styles and expressions.', 'In an urban subway scene, passengers converse animatedly, some reading books or newspapers, while others gaze out windows. Vibrant advertisements line the walls, casting colorful reflections. Absence of phone use creates a unique social interaction atmosphere, highlighting diverse clothing styles and varied facial expressions in the bustling carriage.']","Action Relation,Attribute,Scene,Negation,Universal","['Passengers in the subway converse animatedly', 'Some passengers are reading books or newspapers', 'Other passengers gaze out the windows', 'Vibrant advertisements line the walls of the subway', 'Advertisements cast colorful reflections in the subway', ""Passengers' clothing styles are diverse"", 'Facial expressions of the passengers are varied', 'No phone use enhances the social interaction atmosphere', 'The subway scene is urban and bustling']"
1550,A hillside where all the trees are yellow.,"['A hillside with golden autumn trees under a clear sky.', 'A hillside in autumn with yellow trees and clear blue sky.', 'A serene hillside in autumn with vibrant yellow trees and a clear azure sky, sunlight casting a warm hue.', 'A serene hillside bathed in golden autumn glow, with vibrant yellow trees. Sunlight creates warm amber hues, contrasting with the clear azure sky.', 'A serene hillside bathed in the golden glow of autumn, where every tree displays vibrant yellow foliage. Sunlight filters through the leaves, casting a warm, amber hue across the gentle slopes. The sky is a clear azure, providing a striking contrast to the sea of gold below.']","Attribute,Scene,Universal","['The hillside is serene and peaceful', 'The hillside is bathed in a golden glow', 'Foliage on every tree is a vibrant yellow color', 'Sunlight filters through the leaves of the trees', ""The trees' leaves cast a warm, amber hue"", 'The slopes of the hill are gentle', 'The sky is a clear azure color', 'The sky provides a striking contrast to the leaves', 'The hillside is covered in a sea of golden trees', 'Autumn is the season depicted by the foliage', 'Trees cover the hillside with yellow leaves', 'Sunlight creates a warm hue on the slopes', 'Contrasting colors of azure sky and golden leaves']"
1551,A swimming pool where all the athletes are outside of it.,"['A swimming pool with swimmers and clear sky reflection.', 'A swimming pool with swimmers. Water reflects clear skies. Poolside furnishings and greenery enhance atmosphere.', 'A sleek swimming pool with athletic swimmers at the edge. Water reflects blue skies. Poolside furniture and greenery add vibrancy.', 'A sleek, pristine swimming pool with muscular swimmers poised at the edge. Water reflects clear blue skies. Neatly arranged poolside furnishings and greenery enhance the tranquil yet vibrant atmosphere.', 'A sleek, pristine swimming pool surrounded by a spacious outdoor area, where a diverse group of athletic swimmers stand poised at the edge, their muscular forms accentuated by the sunlight. The water reflects clear blue skies, with neatly arranged poolside furnishings and greenery enhancing the tranquil yet vibrant atmosphere.']","Scene,Spatial Relation,Universal","['Sleek, pristine swimming pool surrounded by an outdoor area', 'A group of swimmers standing poised at the edge of the pool', 'Swimmers are diverse and athletic', 'Muscular forms of swimmers accentuated by the sunlight', 'Water reflects the clear blue skies above', 'Neatly arranged poolside furnishings present', 'Greenery positioned around the pool area', 'Atmosphere of the area is tranquil yet vibrant', 'Sky is clear and blue, reflected in the pool', 'Poolside furnishings are neatly arranged', 'The outdoor area is spacious', 'Swimmers are standing at the edge of the pool', ""Sunlight highlights the swimmers' muscles""]"
1552,A little ant carrying a backpack bigger than itself.,"['Ant with big backpack.', 'Tiny ant with big colorful backpack. Ant shows resilience.', 'Tiny ant with oversized, colorful backpack. Shows determination and resilience.', 'A tiny ant with an oversized, colorful backpack, showing determination and resilience on its journey.', 'A tiny ant, dwarfed by an oversized backpack, courageously navigates its path. The backpack, bursting with vibrant colors and intricate patterns, contrasts its delicate frame. The scene captures the determination and resilience of this small creature as it embarks on its adventurous journey.']","Action Relation,Attribute,Comparison","['Ant dwarfed by an oversized backpack', 'Backpack is oversized compared to the ant', 'Ant courageously navigating its path', 'Backpack bursting with vibrant colors', 'Backpack has intricate patterns', 'Scene captures determination and resilience of the ant', 'Ant embarking on an adventurous journey', ""The backpack contrasts with the ant's delicate frame"", 'Ant is tiny in size', 'Backpack is vibrant and colorful', 'The pattern of the backpack is intricate']"
1553,A small ant dragging a smaller one along.,"['An ant dragging another ant across the forest floor.', 'A larger ant drags a smaller one across a sunlit forest floor.', 'A larger ant with a shiny carapace pulls a smaller ant on a sunlit forest floor, surrounded by leaves and pebbles.', ""A diligent, shiny ant is dragging a smaller ant across a textured, sunlit forest floor, highlighting collaboration amid leaves and pebbles in nature's ecosystem."", ""A diligent ant, slightly larger and with a glistening carapace, is determinedly dragging a smaller, more delicate ant across a textured, sunlit forest floor. The contrast between their sizes highlights their collaboration amid scattered leaves and tiny pebbles, illustrating the intricate dynamics and hierarchy of nature's miniature ecosystem.""]","Action Relation,Attribute,Spatial Relation,Comparison,Differentiation","['Ant has a slightly larger and glistening carapace', 'Larger ant is dragging a smaller ant across the forest floor', 'Forest floor is textured and sunlit', 'Scattered leaves and tiny pebbles are on the floor', 'Contrast between the sizes of the ants highlights their collaboration', 'Illustrates intricate dynamics and hierarchy of a miniature ecosystem', ""Nature's ecosystem is displayed through ant behavior"", 'One ant is larger, while the other is more delicate', 'Ants are engaged in a determined activity', 'Larger ant’s carapace glistens in the sunlight', 'There are two ants involved in the interaction', 'Ants are part of a nature scene on a forest floor']"
1554,"There are many lights in the room, and all the lights that give off red light are round.","['Room with round red lights.', 'Room with red round lights contrasting ambient glow.', 'A spacious room with evenly distributed round red lights that contrast ambient illumination.', ""In a spacious room, round red lights emit a vivid hue, contrasting with ambient illumination, and blend with the room's design, enhancing the scene."", ""In a spacious room filled with a multitude of lights, each casting a unique glow, the round lights emit a vivid red hue, creating a striking contrast against the ambient illumination. The red lights are evenly distributed, harmoniously blending with the room's universal design, enhancing the room's dynamic scene.""]","Action Relation,Attribute,Scene,Spatial Relation,Differentiation,Universal","['Room is spacious', 'Room contains a multitude of lights', 'Round lights emit a vivid red hue', 'Red lights create a striking contrast with ambient illumination', 'Lights are evenly distributed in the room', ""Room's design is universal"", ""Red lights blend harmoniously with the room's design"", 'Scene in the room is dynamic due to light arrangement']"
1555,A small child on a skateboard has messier hair than the person next to him.,"['Child skateboarding with messy hair beside neat adult.', 'Child with messy hair skateboards beside a neat adult in the sun.', 'A playful child rides a skateboard, contrasting with a neat adult in a sunny urban scene.', 'A child with tousled hair skillfully rides a skateboard, contrasting with a neatly groomed adult beside him, highlighting vibrant energy against calm in a sunlit urban setting.', 'A small child with tousled hair skillfully rides a skateboard, his hair significantly messier than the neatly groomed adult walking beside him. The scene captures the contrast in their appearances, highlighting vibrant energy and playfulness against a backdrop of calm precision in a sunlit urban setting.']","Attribute,Part Relation,Spatial Relation,Comparison,Differentiation","['Child skillfully riding a skateboard', 'Tousled hair of the small child', 'Adult with neatly groomed hair walking beside the child', 'Contrast in appearances between the child and adult', ""Child's vibrant energy and playfulness on the skateboard"", 'Adult displaying calm precision', 'The setting is urban and sunlit', 'Child and adult are in motion through a city environment', ""The child's hair is significantly messier than the adult's""]"
1556,"Three pots of lavender sit on the balcony, with the driest soil in the middle.","['Three pots of lavender on a balcony.', 'Three pots of lavender with different shades of purple on a sunny balcony. The central pot has dry soil.', 'Three terracotta pots of lavender on a sunny balcony. Differences in purple shades and dry soil in the central pot capture natural beauty.', ""Three terracotta pots of fragrant lavender rest on a sunlit balcony. The central pot's dry soil contrasts with the lush surroundings. Each pot has different shades of purple blossoms, capturing serene, natural beauty."", 'Three terracotta pots of fragrant lavender rest on a sunlit balcony. The central pot draws attention with its notably dry, cracked soil contrasting against the lush surroundings. Each pot boasts varying shades of purple blossoms, capturing a serene, natural beauty. The arrangement subtly highlights differences amidst the harmonious setting.']","Action Relation,Attribute,Scene,Spatial Relation,Comparison,Counting,Differentiation","['Three terracotta pots are placed on the balcony', 'Lavender plants are inside each pot', 'The balcony is sunlit', 'The central pot has dry, cracked soil', 'The soil in the central pot contrasts with the surroundings', 'Blossoms in each pot have varying shades of purple', 'Lavender emits a fragrant scent', 'The arrangement captures a serene, natural beauty', 'The setting is harmonious with differences subtly highlighted']"
