id,prompt,schedule,tags
1429,"On the table, there is a portable phone charger and an LED indicator, with the charger not positioned to the right of the indicator.","['A phone charger and LED indicator on a table.', 'A phone charger on a table, separate from an LED indicator.', 'A sleek phone charger sits on a table, away from an LED indicator.', 'A portable phone charger sits on a table near an LED indicator, but separated from it, highlighting the charger’s sleek design and functionality.', ""A portable phone charger sits prominently on the table near an LED indicator, but distinctly away from the indicator's right side. The scene captures the spatial and relational dynamics between these two objects, emphasizing their separation while highlighting the sleek design and functionality of the charger.""]","Action Relation,Spatial Relation,Negation"
1430,an old laptop is not displaying a beautiful scenery on its screen.,"['A worn laptop on a cluttered desk.', 'A vintage laptop on a messy desk under dim light. The screen is blank.', 'A vintage laptop with a blank screen on a cluttered desk. Dim lighting and obsolete tech.', 'A worn, vintage laptop with a blank screen on a cluttered wooden desk under dim lighting, emphasizing its obsolete technology.', 'A worn, vintage laptop with a dull, reflective screen, sitting on a cluttered wooden desk under dim lighting, fails to showcase a vivid nature scene. The screen remains blank, offering no glimpse of lush green landscapes or vibrant skies, emphasizing its obsolete technology and tired age.']","Action Relation,Attribute,Part Relation,Negation"
1431,"Two pillows on the bed, they don't touch each other.","['Two patterned pillows on a bed.', 'Two different pillows on a bed, one floral and one geometric.', 'Two pillows on a bed with a gap, one floral, one geometric, in soft light.', 'Two distinctly patterned pillows on a neatly made bed, separated by a gap. One pillow features a floral design, the other a geometric pattern. Ambient lighting accentuates the serene atmosphere.', 'Two distinctly patterned pillows rest on a neatly made bed, clearly separated by a noticeable gap to emphasize their individuality. One pillow features a floral design while the other has a geometric pattern, showcasing a deliberate contrast in style. The scene is bathed in soft, ambient lighting, accentuating the serene atmosphere.']","Spatial Relation,Counting,Differentiation,Negation,Universal"
1432,A pair of stylish glasses is to the left of a yellow soap.,"['Glasses and yellow soap on a white countertop.', 'Glasses with black frames and yellow soap on a white counter.', 'Sleek glasses with black frames sit next to a yellow soap bar on a white countertop.', 'A pair of sleek black-framed glasses next to a vibrant yellow soap bar on a minimalist white bathroom countertop, creating a modern, elegant look.', ""A single pair of sleek, stylish glasses with polished black frames sits to the left of a vibrant yellow bar of soap, positioned on a minimalist white bathroom countertop. The scene's clean lines and contrasting colors create a modern, aesthetically pleasing composition emphasizing simplicity and elegance.""]","Attribute,Spatial Relation,Counting"
1433,"A teacher and a student stand at a podium, and they are not looking at each other.","['A teacher and student stand apart at a podium.', 'A teacher in a suit with a pointer and a student with a notebook at a podium.', 'A teacher in a suit and student in casual attire stand apart with a sense of disconnection.', 'A teacher in a suit with a pointer and a student with a notebook stand apart at a well-lit podium, highlighting disconnection.', 'A teacher and a student stand apart at a podium beneath a well-lit lecture hall, eyes directed away from one another. The teacher, dressed in a crisp suit, holds a pointer, while the student, in casual attire, clutches a notebook. Their focus diverges, highlighting a sense of disconnection.']","Action Relation,Spatial Relation,Negation,Universal"
1434,A waterproof umbrella with a flourish pattern is not opening.,"['A closed ornate umbrella.', ""A closed umbrella with a pattern. Can't open. Ribs create contours."", 'A non-functional umbrella with an intricate pattern. Ribs create elegant contours.', 'A closed, non-functional waterproof umbrella with an intricate flourish pattern. Ribs create elegant contours, hinting at potential for protection.', ""A non-functional waterproof umbrella remains closed, adorned with an intricate flourish pattern. The decorative design contrasts its inability to open, showcasing a rich texture and ornate details on its fabric. The umbrella's ribs create elegant contours, hinting at its potential for protection despite its current inoperability.""]","Attribute,Part Relation,Negation"
1435,A street scene featuring a vintage bicycle parked near a lamppost but not leaning against it.,"['A cobblestone street with a bicycle by a lamppost.', 'A street with a bicycle near a lamppost. Sunlight creates shadows. Green leaves are visible.', 'A cobblestone street with a vintage bicycle near a lamppost. Sunlight casts shadows. Green foliage adds beauty.', ""A quaint cobblestone street with a vintage bicycle near a wrought-iron lamppost. Sunlight casts dappled shadows, highlighting the bicycle's frame and seat. Green foliage adds natural beauty."", ""A quaint, cobblestone street with a vintage bicycle standing elegantly near, but not touching, an ornate wrought-iron lamppost. Sunlight casts soft, dappled shadows across the scene, highlighting the bicycle's classic frame and leather seat. Lush green foliage peeks into view, adding a touch of natural beauty to the urban setting.""]","Action Relation,Attribute,Spatial Relation,Negation"
1436,"A table with many items, and the trendy sunglasses are not under the mirror.","['A wooden table with sunglasses and a mirror.', 'A table with oversized sunglasses and a vintage mirror, creating a stylish setup.', 'A wooden table features trendy sunglasses next to a vintage mirror, creating a harmonious look.', 'A rustic table is cluttered with accessories, including oversized sunglasses and a vintage mirror, emphasizing the stylish arrangement.', 'A rustic wooden table is cluttered with various stylish accessories, including a pair of trendy, oversized sunglasses prominently displayed beside a vintage mirror. The sunglasses catch the light, contrasting with the polished table surface, while the scattered items create a harmonious, visually engaging composition, emphasizing the absence of the sunglasses beneath the mirror.']","Attribute,Spatial Relation,Negation"
1437,An insulated cup and a notebook are not on the same desk.,"['A shiny cup on a desk, a notebook on a cluttered workspace.', 'A metallic cup on a wooden desk, a leather notebook on a vibrant workspace.', 'A sleek metallic cup on a minimalist desk, a leather notebook with stitching on a cluttered workspace.', 'An insulated cup with a metallic finish on a minimalist desk, and a leather-bound notebook with intricate stitching on a vibrant cluttered workspace, emphasizing their distinct settings.', 'An insulated cup, vividly detailed with a sleek metallic finish, and a leather-bound notebook with intricate stitching are positioned in two separate environments. The cup sits on a minimalist wooden desk, while the notebook lies on a cluttered, vibrant workspace, emphasizing their distinct spaces through contrasting settings and arrangement.']","Spatial Relation,Comparison,Negation"
1438,There is no cup on the right side of a ceramic plate.,"['A ceramic plate with a smooth surface under soft lighting.', 'A smooth, polished ceramic plate under soft lighting. Right side empty, emphasizing space.', 'A polished ceramic plate with a reflective surface, centered under soft lighting. Empty right side highlights space.', 'A polished ceramic plate, centered in the frame, with a smooth, reflective surface under soft lighting. The right side is empty, creating a serene, minimalist composition focused on spatial relation.', 'A polished ceramic plate, centered in the frame, displays a smooth, reflective surface under soft lighting. The right side is notably devoid of objects, emphasizing the absence of a cup and creating a serene, minimalist composition focused on spatial relation and negation.']","Attribute,Spatial Relation,Negation"
1439,A wide-brimmed hat not shading a napping cat casts a cool shadow.,"['A straw hat and a sleeping cat in a garden.', 'A straw hat casts a shadow in a sunny garden. A cat naps nearby.', 'A straw hat casts a cool shadow in a sunlit garden. A cat with shiny fur naps peacefully nearby.', 'A chic straw hat contrasts the sunlit garden with a cool shadow. A serene cat naps nearby, its fur shimmering in the sun.', ""A chic, wide-brimmed straw hat, artistically placed, contrasts the sunlit garden with a distinctive cool shadow. Nearby, a serene cat naps peacefully, its luxurious fur shimmering under the bright sun, untouched by the hat's shade. This tranquil scene captures the playful interaction of light and shadow in perfect harmony.""]","Action Relation,Attribute,Negation"
1440,On a shelf hang a sweater and a windbreaker; the windbreaker is not on top of the sweater.,"['A shelf shows a sweater and windbreaker.', 'A shelf with a folded sweater and draped windbreaker. Ambient light enhances their separation.', 'A shelf with a folded sweater beneath a draped windbreaker. Soft light casts shadows, highlighting textures and separation.', 'A shelf displays a neatly folded sweater beneath a casually draped windbreaker. Soft light casts subtle shadows, emphasizing the textures and deliberate separation between the garments.', 'A shelf displays a neatly folded sweater beneath a casually draped windbreaker, showcasing the windbreaker not resting atop the sweater. The juxtaposition highlights their textures and hues, framed by soft ambient light that casts subtle shadows, enhancing the spatial relationship and the deliberate separation between the two garments.']","Action Relation,Spatial Relation,Negation"
1441,"There is an apple and two bananas on the table, neither of which is bigger than the apple.","['A red apple and two yellow bananas on a wooden table.', 'A red apple with two curved yellow bananas on a dark wooden table.', 'A vibrant red apple is next to two smaller yellow bananas on a polished wooden table.', 'A red apple is centrally placed on a polished wooden table with two smaller, curved yellow bananas. Their colors contrast against the dark surface, creating a simple still life.', 'On a polished wooden table, a single vibrant red apple is centrally positioned, surrounded by two slightly curved yellow bananas, each smaller in size than the apple. Their natural colors contrast against the smooth, dark surface, highlighting a harmonious but simple still life arrangement.']","Attribute,Spatial Relation,Comparison,Counting,Negation,Universal"
1442,"There is one apple and two bananas on the table, and the bananas are not fresher than the apples.","['A red apple and two bananas on a table.', 'A red apple and overripe bananas on a table. Their textures and colors stand out.', 'A red apple on a table with two overripe bananas. Bright lighting highlights their textures.', ""A vibrant red apple on a polished table with two mottled bananas. Lighting highlights their textures and colors, emphasizing the apple's freshness."", ""A vibrant red apple lies on the polished wooden table alongside two slightly overripe bananas, their mottled peels contrasting with the apple's gleaming surface. The fruits are arranged close together, emphasizing the apple's fresher appearance compared to the bananas. Bright lighting highlights their textures and colors.""]","Attribute,Spatial Relation,Comparison,Counting,Negation"
1443,The basket contains a watermelon and a pineapple; the watermelon is not to the right of the pineapple.,"['A basket with a watermelon and pineapple.', 'A basket holds a watermelon and a pineapple with distinct textures.', 'A wicker basket with a watermelon on the left and a pineapple on the right, showing contrasting textures.', 'In a rustic wicker basket, a ripe watermelon is on the left, and a spiky pineapple on the right, highlighting their distinct shapes and textures.', 'In a rustic wicker basket, a ripe, juicy watermelon occupies the left side, while a spiky pineapple stands proudly to its right. The vibrant green and striped surface of the watermelon contrasts with the rough, golden exterior of the pineapple, highlighting their distinct shapes and textures.']","Action Relation,Spatial Relation,Negation"
1444,"There are two lamps in an office, and the lamp that emits red light is not to the left of the lamp that emits yellow light.","['Two lamps, one red light, one yellow light, on a desk.', 'Two lamps on a desk: one glows red, the other yellow.', 'On a modern desk, two lamps: red glow right, yellow glow left.', 'In a modern office, two sleek lamps on a minimalist desk; one with red glow, one with yellow glow.', 'In a modern office setting, two sleek lamps stand side by side on a minimalist desk. The lamp on the right radiates a warm red glow, distinct from the lamp next to it, which bathes the space in vibrant yellow light. Notice the subtle spatial positioning emphasizing the color differentiation.']","Action Relation,Attribute,Scene,Spatial Relation,Counting,Differentiation,Negation"
1445,A little boy holding a handheld fan is behind a girl who is not holding a handheld fan.,"['A boy with a fan stands behind a girl without a fan.', 'A smiling boy with a fan stands behind a girl. She looks ahead without a fan.', 'A boy holds a colorful fan, smiling behind a girl with long hair in a park.', 'A young boy, smiling with a colorful fan, stands behind a girl with long hair. She gazes ahead, their bond enriched by a sunlit park backdrop.', ""A young boy, smiling warmly, holds a colorful handheld fan, standing closely behind a girl with long hair, who gazes ahead without holding a fan. The scene captures the contrast between the boy's playful accessory and the girl's empty hands, set against a sunlit park backdrop, enriching their joyful bond.""]","Action Relation,Attribute,Spatial Relation,Differentiation,Negation"
1446,"In a bright bedroom, there are no yellow pillows on the bed.","['A sunlit bedroom with a neatly made bed and white linens.', 'A sunlit bedroom with an elegant bed, white linens, and minimalist decor.', 'In a sunlit room, a bed with white linens and minimalist decor creates a serene atmosphere.', 'In a sunlit bedroom, a bed with pristine white linens and minimalist decor creates an airy, serene atmosphere.', 'In a sunlit bedroom, notice the absence of yellow pillows on the elegantly arranged bed, highlighted by pristine white linens and surrounded by minimalist decor, creating an airy and serene atmosphere.']","Attribute,Scene,Spatial Relation,Negation"
1447,A chair is not in front of a woman without a hat.,"['A chair and woman in a room, emphasizing space.', 'Chair and woman separated in minimalist room, emphasizing space.', 'In a minimalist room, a chair and woman are positioned separately, emphasizing space and tension.', 'In a minimalist room, a solitary chair is away from a woman, emphasizing negative space and spatial tension.', 'In a minimalist room, a solitary chair is positioned away from a woman who is not wearing a hat, emphasizing negative space and spatial tension. The scene captures a subtle disconnect between the objects, highlighting their separate existences and the intentional absence of expected proximity.']","Part Relation,Spatial Relation,Negation"
1448,"An open drawer with two red books and several pencils, but not a single pen.","['A drawer with two red books and pencils.', 'A wooden drawer with two red books and yellow pencils. No pen.', 'Wooden drawer with two red hardcover books and several yellow pencils. One pen missing, showing simplicity.', 'An open wooden drawer with neatly arranged two red hardcover books and yellow pencils. A pen is absent, highlighting simplicity and order.', 'An open wooden drawer reveals a neatly arranged interior with two vibrant red hardcover books placed side by side. Scattered around them are several sharpened pencils, their yellow paint contrasting with the books. Notably absent is a single pen, highlighting the simplicity and order of the contained scene.']","Attribute,Spatial Relation,Counting,Negation"
1449,"A springtime countryside scene with a little boy in an orange shirt, sitting in the grass, not under a tree.","['A boy in orange sits in green grass.', 'A boy in an orange shirt sits in green grass under sunlight.', 'A boy in an orange shirt sits in lush grass, sunlight highlighting his playful demeanor.', 'A little boy in a vivid orange shirt sits in lush green grass, sunlight emphasizing his playful demeanor in the open countryside.', ""A vibrant springtime countryside scene features a little boy in a vivid orange shirt, sitting comfortably amidst lush green grass. Sunlight bathes the open field, emphasizing the boy's playful demeanor without the presence of a tree. The serene landscape encapsulates the essence of joyous, sunlit childhood moments.""]","Action Relation,Attribute,Part Relation,Scene,Spatial Relation,Negation"
1450,"A smiling little boy holds a barrel above his head, while a little girl holds a barrel no higher than her.","['A boy lifts a barrel; a girl holds one at shoulder height.', 'A boy lifts a barrel high; a girl holds one at her shoulder. They play together.', 'A boy enthusiastically lifts a barrel above his head. A girl grips a barrel at shoulder height, showing their camaraderie.', 'A joyful boy lifts a barrel above his head. A determined girl grips a barrel at shoulder height, showcasing their camaraderie and contrasting abilities.', ""A joyful little boy enthusiastically hoists a barrel high above his head, showcasing his strength, while a little girl determinedly grips a barrel positioned just at her shoulder height. The scene captures their playful camaraderie, highlighting the contrast in their abilities and the children's bond in an engaging, dynamic setting.""]","Action Relation,Attribute,Part Relation,Spatial Relation,Comparison,Negation"
1451,All the books on the table are unopened.,"['Books on a wooden table under a lamp.', 'Neat rows of books on a table, lit by a lamp.', 'Pristine books in vibrant covers on a wooden table under a warm lamp, casting shadows.', 'Unopened books in vibrant covers, neatly arranged on a polished wooden table, under soft lamp light, with shadows suggesting untold stories.', 'On a polished wooden table, carefully arranged rows of pristine, unopened books in various vibrant covers and sizes are bathed in soft, warm light from an overhead lamp, casting subtle shadows. The serene stillness of the scene suggests a world of stories waiting to be discovered.']","Attribute,Spatial Relation,Universal"
1452,All the birds in the blue sky are not yellow.,"['Birds in a blue sky with white clouds.', 'Colorful birds soar in a blue sky with white clouds. No yellow in plumage.', 'Vibrant birds fly in a blue sky with fluffy clouds, contrasting the sky. No yellow hues.', 'In a vast blue sky with fluffy white clouds, vibrant birds fly gracefully. No yellow in their plumage, emphasizing colorful contrast with the blue expanse.', 'In a vast blue sky with fluffy white clouds, a myriad of vibrant birds soar gracefully, none of which display any hint of yellow in their plumage. The scene emphasizes the contrast between the rich hues of the birds and the serene blue expanse, illustrating diverse avian beauty unaffected by yellow tones.']","Attribute,Scene,Spatial Relation,Negation,Universal"
1453,"There are several pencils in a pencil holder, and all the pencils are not pointing upwards.","['A pencil holder with colored pencils on a desk.', 'A pencil holder on a desk, holding colored pencils. They are tilted at different angles.', 'A polished desk with a glossy pencil holder containing colored pencils. They are tilted at different angles, creating disarray.', 'A sleek pencil holder on a polished wooden desk holds vibrantly colored pencils. They rest chaotically at different angles. The glossy holder reflects soft light, adding sophistication.', 'A sleek pencil holder sits on a polished wooden desk, containing several vibrantly colored pencils. These pencils, with erasers pointing upwards, rest chaotically, each tilted at different angles, creating an intriguing, orderly disarray. The glossy finish of the holder reflects soft ambient light, adding a sophisticated touch to the composition.']","Attribute,Spatial Relation,Negation,Universal"
1454,"In the kitchen, a chef wearing a white chef's hat looks at the vegetables in the sink, none of which are fresh.","['A chef looks at wilted vegetables in a busy kitchen.', 'A chef in a busy kitchen examines wilted vegetables among pots and pans.', 'A chef in a kitchen with dim lighting examines wilted vegetables among kitchen tools.', 'In a bustling kitchen, a chef in a white hat and black apron looks at wilted vegetables, with shadows highlighting the disarray.', ""In a bustling kitchen, a seasoned chef adorned in a crisp white chef's hat and tailored black apron gazes intently at the wilted vegetables in the stainless steel sink. The dim lighting casts shadows, highlighting the negligence of freshness amidst the organized chaos of pots, pans, and cutting boards.""]","Action Relation,Attribute,Part Relation,Scene,Spatial Relation,Negation,Universal"
1455,"There are two dresses hanging from a chair, neither of which is white.","['Two dresses on a chair.', 'Crimson and emerald dresses on a chair. Soft lighting highlights fabric.', 'Crimson and emerald dresses with rich texture hang from a vintage chair. Soft lighting accentuates fabrics.', 'Two vividly colored dresses, crimson and emerald, hang from a vintage wooden chair. Soft lighting highlights the luxurious fabrics, creating a captivating scene.', 'Two vividly colored dresses, rich in texture and intricate design, hang elegantly from a vintage wooden chair. The first dress has a lively crimson hue, while the second boasts a deep emerald tone. The soft lighting accentuates the luxurious fabrics, creating a harmonious and visually captivating scene.']","Action Relation,Attribute,Counting,Universal"
1456,"Five cardboard boxes sit in the storage room, all of which are not whole.","['Five damaged boxes in a dim storage room.', 'Five worn boxes scattered, dim room, dust in light beams.', 'Damaged boxes in a dim room, dusty light from window highlights wear.', 'Five damaged boxes scatter in a dim storage room, showing neglect. Dust in air, light beams through window.', 'Five partially damaged cardboard boxes are scattered across a dimly lit storage room. The boxes, varying in size, display signs of wear and tear, creating a sense of neglect and age. Dust particles float gently in the air, highlighted by beams of light filtering through a small window.']","Action Relation,Attribute,Scene,Counting,Negation,Universal"
1457,"There are six cardboard boxes in the warehouse, none of which are cubes.","['Boxes scattered on a warehouse floor.', 'Six cardboard boxes of different sizes on a warehouse floor.', ""Six rectangular boxes of varying sizes on a warehouse's concrete floor, contrasting against the industrial backdrop."", ""In a dimly lit warehouse, six rectangular cardboard boxes of varying sizes are scattered across the concrete floor. The earthy brown tones of the boxes contrast with the warehouse's industrial backdrop."", ""In a dimly lit warehouse, six rectangular cardboard boxes of varying sizes are scattered across the concrete floor. None of the boxes are cube-shaped, each displaying subtle wear and tear. The boxes' earthy brown tones contrast with the warehouse's industrial backdrop, creating a scene of organized chaos.""]","Attribute,Scene,Counting,Negation,Universal"
1458,"Three children smile as they stand on a rock, ready to have their picture taken. None of them are wearing shoes.","['Children on a rock in the sun.', 'Three children on a rock, excited and barefoot. Sunlight creates shadows. Vibrant shirts contrast with rock.', 'Three joyful children stand barefoot on a rock, sunlight casting shadows. Their shirts contrast with the rock, capturing carefree youth.', 'Three joyful children barefoot on a rugged rock, with sunlight casting playful shadows. Vibrant shirts stand out against the rock, conveying carefree youth and adventure.', 'Three joyful children stand barefoot on a large, rugged rock, sunlight casting playful shadows on their faces. Each child exudes excitement, their vibrant shirts contrasting against the muted tones of the stone. Their cheerful expressions and relaxed poses convey the carefree essence of youth, beautifully capturing a moment of innocent adventure.']","Action Relation,Attribute,Part Relation,Spatial Relation,Counting,Negation,Universal"
1459,"The four children sit down on the beach with their heads hanging down, none of them is dry.","['Four children on a beach under a gray sky.', 'Four wet children sit on a beach under a gray sky, appearing contemplative.', 'Four wet children sit closely on a sandy beach, heads low under a gray sky, suggesting solitude.', 'Four children, wet and contemplative, sit together on a sandy beach. A gray sky looms over the calm sea, emphasizing solitude and connection.', 'Four children, soaked with wet hair dripping, sit closely together on a sandy beach. Their heads hang low, conveying a sense of shared fatigue or contemplation. The gray sky looms over the calm sea, emphasizing their solitude and universal connection. No sunlight pierces the overcast atmosphere.']","Action Relation,Attribute,Part Relation,Scene,Counting,Negation,Universal"
1460,"A floor with a blue sphere and two green cones, the blue sphere not to the left of two green cones.","['A blue sphere and green cones on the floor.', 'A blue sphere with green cones casting shadows.', 'A polished blue sphere and spaced green cones with shadows and color contrast.', 'A polished blue sphere rests near two green cones, casting shadows on the floor. The colors and shapes contrast beautifully.', 'In a minimalist scene, a polished blue sphere rests on the floor, precisely arranged not to the left of two sleek green cones. The cones are elegantly spaced apart, casting subtle shadows on the smooth surface. Each shape contrasts beautifully, highlighting their distinctive colors and geometric forms.']","Attribute,Spatial Relation,Comparison,Negation"
1461,A yellow felt box has no metallic blue spheres on the left side and has blue metallic spheres on the right side.,"['A yellow box with blue spheres on the right side.', 'A yellow felt box with shiny blue spheres on its right side, none on the left.', 'Yellow felt box in center, no blue spheres on left. Shiny blue spheres on right, contrasting felt.', 'A yellow felt box is divided: no blue spheres on soft left side, shiny blue spheres on right, contrasting and highlighting spatial relations.', 'A yellow felt box sits at the center, distinctly divided with no metallic blue spheres on its soft, textured left side. On the right, shiny blue metallic spheres glisten under light, creating a striking contrast against the felt surface, highlighting spatial relations and clear differentiation within the scene.']","Attribute,Spatial Relation,Differentiation,Negation"
1462,Three small boxes that are not yellow on a large blue box.,"['Three colorful boxes on a blue box.', 'Three vibrant boxes on a big blue box, showing contrast.', 'Three colorful, non-yellow boxes on a large blue box, showing contrast and balance.', 'Three small, vibrant-colored boxes on a large blue box. Their diverse shades and sizes contrast against the blue, creating a harmonious composition.', 'Three small, vibrant-colored boxes, each distinct in hue and not yellow, rest atop a large, solid blue box. The arrangement highlights their diverse shades and sizes, contrasting against the uniform backdrop of the blue box, while maintaining a balanced and harmonious composition.']","Attribute,Spatial Relation,Counting,Differentiation,Negation"
1463,Red chillies with all green chillies on the left side and all yellow chillies with no green chillies on the right side.,"['Red and green chillies on the left, yellow on the right.', 'Left: red and green chillies. Right: only yellow chillies.', 'Red and green chillies on the left, yellow chillies on the right, showing contrast.', 'A mix of red and green chillies on the left, with only yellow chillies on the right, creating a colorful contrast.', 'A vibrant composition of red chillies interspersed among a cluster of green chillies dominating the left side, contrasted by a harmonious gathering of all yellow chillies with absolutely no green chillies on the right. The scene captures the striking differentiation and spatial relation, presenting a bold, colorful visual arrangement.']","Attribute,Spatial Relation,Differentiation,Negation,Universal"
1464,"There are two cups on the table, one full of tea, the other empty.","['Two cups on a wooden table.', 'Two contrasting cups on a rustic table. One with tea, one empty.', 'Two porcelain cups on a rustic table: one floral with tea, another plain and empty.', 'Two porcelain cups on a wooden table, one with floral patterns and tea, the other plain and empty. Their contrast highlights light and shadow in a cozy setting.', 'On a rustic wooden table, two distinct porcelain cups stand side by side. One, intricately painted with floral patterns, brims with steaming amber tea. The other, plain and unadorned, sits empty. Their contrasting nature highlights the subtle interplay of light and shadow in an intimate, cozy atmosphere.']","Attribute,Spatial Relation,Counting,Differentiation"
1465,"Two dragons fly towards the castle, a dragon with a backpack and no hat flies behind the dragon without a backpack and with a hat.","['Two dragons fly towards a castle.', 'Two dragons fly to a castle. One wears a hat, the other carries a backpack.', 'Two dragons soar to a majestic castle. The first wears a hat, the second carries a backpack.', 'Dragons fly gracefully towards a majestic castle. The lead dragon with a vibrant hat is followed by a second dragon with a rugged backpack, showcasing synchronized flight and detail.', 'A pair of dragons soar gracefully towards a majestic castle. The lead dragon, adorned with a vibrant hat but without a backpack, is closely followed by a second dragon carrying a rugged backpack, contrasting its unadorned head. The scene captures their synchronized flight, highlighting dynamic movement and detailed differentiation.']","Action Relation,Attribute,Part Relation,Spatial Relation,Counting,Differentiation,Negation"
1466,"Two dragons fly towards the castle, a dragon with a backpack and no hat on the left of the dragon without a backpack and with a hat.","['Two dragons fly towards a castle.', 'Two dragons fly to a castle. The left one has shiny scales and a backpack, the right one has a hat.', 'Two dragons fly towards a medieval castle. The left dragon has vibrant scales and a backpack, the right dragon has a hat.', 'Two majestic dragons soar through the sky towards a medieval castle. The left dragon, with vibrant scales glistening in the sunlight, carries a backpack, while the right dragon, wearing a weathered hat, flies without a pack.', 'Two majestic dragons soar through the sky towards a looming medieval castle. The dragon on the left, with vibrant scales glistening in the sunlight, carries a rugged backpack and bares its head, while the one on the right, adorned in a weathered, ornate hat, flies unburdened by any pack.']","Action Relation,Attribute,Part Relation,Spatial Relation,Comparison,Differentiation,Negation"
1467,"Five ants are carrying biscuits, and an ant that is not carrying biscuits is standing on a green leaf directing them.","['Ants carry biscuit pieces on forest floor.', 'Five ants carry biscuit pieces. One ant on a leaf directs.', 'Five ants carry biscuit pieces on forest floor. One ant on a leaf orchestrates.', 'Five ants balance biscuit pieces on a forest floor. Another ant stands on a leaf, orchestrating movements, showing teamwork and individuality.', ""A group of five diligent ants, each expertly balancing a crumbly biscuit piece, marches across a sunlit forest floor. Nearby, a single ant, without a biscuit, stands proudly on a vibrant green leaf, gesturing and orchestrating their movements. The scene illustrates teamwork and individuality amidst nature's rich textures.""]","Action Relation,Attribute,Spatial Relation,Counting,Differentiation,Negation"
1468,"There are two cups on the table, the cup without coffee is on the left of the other filled with coffee.","['Two cups on a wooden table; one empty, one with coffee.', 'Two cups on a table; one empty and designed, the other with steaming coffee. Light shows their differences.', 'Two cups: an empty designed one, and a steaming coffee-filled one on a wooden table. Light highlights differences.', 'Two cups sit on a rustic wooden table. The left, empty and intricately designed, contrasts with the steaming coffee-filled cup on the right. Light casts shadows, highlighting their features and placement. A sense of simplicity and balance pervades the scene.', 'Two cups sit on a rustic wooden table. The left cup, empty yet intricately designed, contrasts with the steaming, aromatic coffee-filled cup on the right. Light casting gentle shadows highlights their distinct features, emphasizing the subtle differentiation in placement and content. A sense of simplicity and balance pervades the scene.']","Attribute,Spatial Relation,Counting,Differentiation,Negation"
1469,"An open biscuit tin contains three biscuits, one without sultanas is square-shaped and the other two are round-shaped.","['A tin with three biscuits inside.', 'A tin with one square biscuit and two round biscuits with sultanas.', 'An open tin shows one square biscuit without sultanas, and two round ones with sultanas.', ""A vintage tin reveals one square biscuit lacking sultanas, contrasting with two round sultana-speckled biscuits. The tin's design hints at nostalgic charm."", ""A vintage biscuit tin lies open, revealing three biscuits inside. One square biscuit, distinctly free of sultanas, contrasts against two round biscuits speckled with sultanas. The tin's intricate design hints at a nostalgic charm, with a focus on the clear differentiation between the biscuits' shapes and ingredients.""]","Action Relation,Attribute,Counting,Differentiation,Negation"
1470,"An open biscuit tin contains three biscuits, one without sultanas is round and the other two are triangular.","['A vintage tin with three biscuits.', 'A vintage tin with three biscuits of different shapes. Tin has patina and embossed designs.', ""A vintage tin with a round biscuit and two triangular biscuits. Tin's patina and designs enhance texture and color."", ""A vintage biscuit tin with a round biscuit and two triangular ones. Tin's patina and embossed designs enhance rich texture and color contrast."", ""A vintage, open biscuit tin reveals a trio of delectable treats: one smooth, round biscuit absent of sultanas, contrasting with two intricately shaped triangular biscuits. The tin's elegant patina and subtle embossed designs enhance the rich texture and color contrast among the biscuits, capturing a delightful moment.""]","Action Relation,Attribute,Counting,Differentiation,Negation"
1471,There is a glass without orange juice next to a glass filled with orange juice.,"['Two glasses on a kitchen countertop.', 'Two glasses on a countertop; one empty, one with orange juice.', 'Glasses on a modern countertop; one empty, one with orange juice. Sunlight highlights the contrast.', 'On a modern kitchen countertop, two glasses stand. One glass is empty, and the other is filled with orange juice, highlighted by sunlight.', 'On a sleek, modern kitchen countertop, two elegant glasses stand side by side. The first glass, shimmering empty, contrasts sharply with the second, brimming with vibrant, freshly squeezed orange juice. Bright sunlight filters through, accentuating the vivid golden hue of the juice and the crystal-clear emptiness of its counterpart.']","Attribute,Spatial Relation,Differentiation,Negation"
1472,"There are two frogs on a lotus leaf in a pond, and the one who is drinking is behind the one who is not.","['Two green frogs on a lotus leaf in a pond.', 'Two green frogs on a lotus leaf; one frog sips water. Water reflects their image.', 'Two green frogs on a lotus leaf in a pond. One frog drinks; the other stays still. Water reflections enhance the view.', 'Two vibrant green frogs rest on a lotus leaf in a tranquil pond. One frog delicately sips water behind the other, highlighting their interaction and unique positions against shimmering water reflections.', 'Two vibrant green frogs rest on a lush lotus leaf in a tranquil pond. One frog delicately sips water, positioned slightly behind the other, who remains still. The scene captures their unique interaction and spatial arrangement, emphasizing their distinct postures against the backdrop of shimmering water reflections.']","Action Relation,Attribute,Scene,Spatial Relation,Counting,Differentiation,Negation"
