initial_prompt,prompt_schedule,num_tokens,num_adjectives,num_nouns
"A student pretends to be writing, yet he has no pen in his hand","```python
prompts = [
    ""A student pretends to be writing, yet he has no pen in his hand"",
    ""A student pretends to be writing, yet he has no pen in his hand, in a quiet classroom"",
    ""A student pretends to be writing, yet he has no pen in his hand, in a quiet classroom, with rows of desks"",
    ""A student pretends to be writing, yet he has no pen in his hand, in a quiet classroom, with rows of desks, sunlight streaming through the windows"",
    ""A student pretends to be writing, yet he has no pen in his hand, in a quiet classroom, with rows of desks, sunlight streaming through the windows, a stack of books on the table""
]
```",15,0,3
"Three purple gemstones and one pink gemstone, with the pink gemstone having the smoothest looking surface","```python
prompts = [
    ""Three purple gemstones and one pink gemstone, with the pink gemstone having the smoothest looking surface"",
    ""Three purple gemstones and one pink gemstone, with the pink gemstone having the smoothest looking surface, resting on a bed of sparkling white sand"",
    ""Three purple gemstones and one pink gemstone, with the pink gemstone having the smoothest looking surface, resting on a bed of sparkling white sand, surrounded by lush green foliage"",
    ""Three purple gemstones and one pink gemstone, with the pink gemstone having the smoothest looking surface, resting on a bed of sparkling white sand, surrounded by lush green foliage, with shafts of sunlight breaking through above"",
    ""Three purple gemstones and one pink gemstone, with the pink gemstone having the smoothest looking surface, resting on a bed of sparkling white sand, surrounded by lush green foliage, with shafts of sunlight breaking through above, casting delicate shadows on the ground""
]
```",17,2,6
"A studio with two girls in suits, the girl without a tie looks busier than the one with a tie","```python
prompts = [
    ""A studio with two girls in suits, the girl without a tie looks busier than the one with a tie"",
    ""A studio with two girls in suits, the girl without a tie looks busier than the one with a tie, modern furniture"",
    ""A studio with two girls in suits, the girl without a tie looks busier than the one with a tie, modern furniture, large windows"",
    ""A studio with two girls in suits, the girl without a tie looks busier than the one with a tie, modern furniture, large windows, natural light"",
    ""A studio with two girls in suits, the girl without a tie looks busier than the one with a tie, modern furniture, large windows, natural light, artwork on walls""
]
```",21,2,6
"Two sets of boxes on the floor, paper box on the left, plastic box on the right","```python
prompts = [
    ""Two sets of boxes on the floor, paper box on the left, plastic box on the right"",
    ""Two sets of boxes on the floor, paper box on the left, plastic box on the right, paper boxes are neatly arranged"",
    ""Two sets of boxes on the floor, paper box on the left, plastic box on the right, paper boxes are neatly arranged, plastic boxes are scattered"",
    ""Two sets of boxes on the floor, paper box on the left, plastic box on the right, paper boxes are neatly arranged, plastic boxes are scattered, floor is wooden"",
    ""Two sets of boxes on the floor, paper box on the left, plastic box on the right, paper boxes are neatly arranged, plastic boxes are scattered, floor is wooden, small rug under the boxes""
]
```",19,0,9
"It's raining outside a house, a mother instructing her two children in their studies","```python
prompts = [
    ""It's raining outside a house, a mother instructing her two children in their studies"",
    ""It's raining outside a house, a mother instructing her two children in their studies, raindrops streaking the windows"",
    ""It's raining outside a house, a mother instructing her two children in their studies, raindrops streaking the windows, one child without a hat"",
    ""It's raining outside a house, a mother instructing her two children in their studies, raindrops streaking the windows, one child without a hat frustrated"",
    ""It's raining outside a house, a mother instructing her two children in their studies, raindrops streaking the windows, one child without a hat frustrated, one child with a hat calm""
]
```",16,0,4
Two houses with gardens,"prompts = [
    ""Two houses with gardens"",
    ""Two houses with gardens, beige and orange fenced yards"",
    ""Two houses with gardens, beige and orange fenced yards, sparser grass in the beige yard"",
    ""Two houses with gardens, beige and orange fenced yards, sparser grass in the beige yard, lush grass in the orange yard"",
    ""Two houses with gardens, beige and orange fenced yards, sparser grass in the beige yard, lush grass in the orange yard, quaint footpaths winding through the gardens""
]",4,0,2
A group of spring breakers all without hats,"```python
prompts = [
    ""A group of spring breakers all without hats"",
    ""A group of spring breakers all without hats, sandy beach"",
    ""A group of spring breakers all without hats, sandy beach, crashing waves"",
    ""A group of spring breakers all without hats, sandy beach, crashing waves, clear blue sky"",
    ""A group of spring breakers all without hats, sandy beach, crashing waves, clear blue sky, palm trees swaying softly""
]
```",8,0,4
A farm where none of the lambs are standing up,"```python
prompts = [
    ""A farm where none of the lambs are standing up"",
    ""A farm where none of the lambs are standing up, rolling green pastures"",
    ""A farm where none of the lambs are standing up, rolling green pastures, rustic wooden fences"",
    ""A farm where none of the lambs are standing up, rolling green pastures, rustic wooden fences, distant farmhouse"",
    ""A farm where none of the lambs are standing up, rolling green pastures, rustic wooden fences, distant farmhouse, scattered hay bales""
]
```",10,0,3
A birthday party with all presents on the table unopened,"```python
prompts = [
    ""A birthday party with all presents on the table unopened"",
    ""A birthday party with all presents on the table unopened, colorful balloons"",
    ""A birthday party with all presents on the table unopened, colorful balloons, festive banners"",
    ""A birthday party with all presents on the table unopened, colorful balloons, festive banners, a large cake at the center"",
    ""A birthday party with all presents on the table unopened, colorful balloons, festive banners, a large cake at the center, streamers hanging from the ceiling""
]
```",10,0,4
"Three flowers in the meadow, with only the red rose blooming; the others are not open","```python
prompts = [
    ""Three flowers in the meadow, with only the red rose blooming; the others are not open"",
    ""Three flowers in the meadow, with only the red rose blooming; the others are not open, verdant grass"",
    ""Three flowers in the meadow, with only the red rose blooming; the others are not open, verdant grass, clear blue sky"",
    ""Three flowers in the meadow, with only the red rose blooming; the others are not open, verdant grass, clear blue sky, distant rolling hills"",
    ""Three flowers in the meadow, with only the red rose blooming; the others are not open, verdant grass, clear blue sky, distant rolling hills, sunlight casting gentle shadows""
]
```",18,2,4
A street where all the windows are shattered,"```python
prompts = [
    ""A street where all the windows are shattered"",
    ""A street where all the windows are shattered, debris scattered"",
    ""A street where all the windows are shattered, debris scattered, dim streetlights"",
    ""A street where all the windows are shattered, debris scattered, dim streetlights, abandoned cars"",
    ""A street where all the windows are shattered, debris scattered, dim streetlights, abandoned cars, distant skyline shrouded in fog""
]
```",8,0,2
A theatre in which no audience is sleeping,"```python
prompts = [
    ""A theatre in which no audience is sleeping"",
    ""A theatre in which no audience is sleeping, ornate red velvet chairs"",
    ""A theatre in which no audience is sleeping, ornate red velvet chairs, grand chandelier overhead"",
    ""A theatre in which no audience is sleeping, ornate red velvet chairs, grand chandelier overhead, golden archways framing the stage"",
    ""A theatre in which no audience is sleeping, ornate red velvet chairs, grand chandelier overhead, golden archways framing the stage, lively audience attentively watching the show""
]
```",8,0,2
"On the subway, none of the passengers are playing with their phones","```python
prompts = [
    ""On the subway, none of the passengers are playing with their phones"",
    ""On the subway, none of the passengers are playing with their phones, a flickering fluorescent light"",
    ""On the subway, none of the passengers are playing with their phones, a flickering fluorescent light, weathered plastic seats"",
    ""On the subway, none of the passengers are playing with their phones, a flickering fluorescent light, weathered plastic seats, a map with worn edges"",
    ""On the subway, none of the passengers are playing with their phones, a flickering fluorescent light, weathered plastic seats, a map with worn edges, advertisements for local events""
]
```",13,0,4
A hillside where all the trees are yellow,"prompts = [
    ""A hillside where all the trees are yellow"",
    ""A hillside where all the trees are yellow, gently rolling slopes"",
    ""A hillside where all the trees are yellow, gently rolling slopes, golden leaves fluttering"",
    ""A hillside where all the trees are yellow, gently rolling slopes, golden leaves fluttering, clear sky above"",
    ""A hillside where all the trees are yellow, gently rolling slopes, golden leaves fluttering, clear sky above, distant mountain range""
]",8,1,2
A swimming pool where all the athletes are outside of it,"```python
prompts = [
    ""A swimming pool where all the athletes are outside of it"",
    ""A swimming pool where all the athletes are outside of it, rows of starting blocks"",
    ""A swimming pool where all the athletes are outside of it, rows of starting blocks, neatly aligned lane ropes"",
    ""A swimming pool where all the athletes are outside of it, rows of starting blocks, neatly aligned lane ropes, spectators in the stands"",
    ""A swimming pool where all the athletes are outside of it, rows of starting blocks, neatly aligned lane ropes, spectators in the stands, clear blue water reflecting sunlight""
]
```",11,0,3
A little ant carrying a backpack bigger than itself,"```python
prompts = [
    ""A little ant carrying a backpack bigger than itself"",
    ""A little ant carrying a backpack bigger than itself, traversing a grassy field"",
    ""A little ant carrying a backpack bigger than itself, traversing a grassy field, under dense foliage"",
    ""A little ant carrying a backpack bigger than itself, traversing a grassy field, under dense foliage, with scattered acorns"",
    ""A little ant carrying a backpack bigger than itself, traversing a grassy field, under dense foliage, with scattered acorns, shafts of sunlight piercing through the leaves""
]
```",9,3,1
A small ant dragging a smaller one along,"```python
prompts = [
    ""A small ant dragging a smaller one along"",
    ""A small ant dragging a smaller one along, on a forest floor"",
    ""A small ant dragging a smaller one along, on a forest floor, among fallen leaves"",
    ""A small ant dragging a smaller one along, on a forest floor, among fallen leaves, scattered twigs"",
    ""A small ant dragging a smaller one along, on a forest floor, among fallen leaves, scattered twigs, dappled sunlight filtering through tree canopies""
]
```",8,2,1
"There are many lights in the room, and all the lights that give off red light are round","```python
prompts = [
    ""There are many lights in the room, and all the lights that give off red light are round"",
    ""There are many lights in the room, and all the lights that give off red light are round, smooth walls"",
    ""There are many lights in the room, and all the lights that give off red light are round, smooth walls, patterned floor"",
    ""There are many lights in the room, and all the lights that give off red light are round, smooth walls, patterned floor, high ceiling"",
    ""There are many lights in the room, and all the lights that give off red light are round, smooth walls, patterned floor, high ceiling, modern minimalist furniture""
]
```",19,2,5
"A small child on a skateboard, messier hair than the person next to him","```python
prompts = [
    ""A small child on a skateboard, messier hair than the person next to him"",
    ""A small child on a skateboard, messier hair than the person next to him, bustling urban background"",
    ""A small child on a skateboard, messier hair than the person next to him, bustling urban background, street vendors with colorful umbrellas"",
    ""A small child on a skateboard, messier hair than the person next to him, bustling urban background, street vendors with colorful umbrellas, tall buildings towering above"",
    ""A small child on a skateboard, messier hair than the person next to him, bustling urban background, street vendors with colorful umbrellas, tall buildings towering above, sunlight casting long shadows""
]
```",15,3,4
"Three pots of lavender sit on the balcony, with the driest soil in the middle","```python
prompts = [
    ""Three pots of lavender sit on the balcony, with the driest soil in the middle"",
    ""Three pots of lavender sit on the balcony, with the driest soil in the middle, wrought iron railing"",
    ""Three pots of lavender sit on the balcony, with the driest soil in the middle, wrought iron railing, weathered floorboards"",
    ""Three pots of lavender sit on the balcony, with the driest soil in the middle, wrought iron railing, weathered floorboards, cityscape view"",
    ""Three pots of lavender sit on the balcony, with the driest soil in the middle, wrought iron railing, weathered floorboards, cityscape view, towering skyscrapers in the distance""
]
```",16,1,6
Two candles sit on a table; the one on the left is dimmer than the one on the right,"```python
prompts = [
    ""Two candles sit on a table; the one on the left is dimmer than the one on the right"",
    ""Two candles sit on a table; the one on the left is dimmer than the one on the right, a wooden surface"",
    ""Two candles sit on a table; the one on the left is dimmer than the one on the right, a wooden surface, a flickering shadow cast on the wall"",
    ""Two candles sit on a table; the one on the left is dimmer than the one on the right, a wooden surface, a flickering shadow cast on the wall, soft glow illuminating the surroundings"",
    ""Two candles sit on a table; the one on the left is dimmer than the one on the right, a wooden surface, a flickering shadow cast on the wall, soft glow illuminating the surroundings, gentle wisps of smoke rising from the dimmer candle""
]
```",20,1,5
Two piggy dolls are on display,"```python
prompts = [
    ""Two piggy dolls are on display"",
    ""Two piggy dolls are on display, wooden shelf"",
    ""Two piggy dolls are on display, wooden shelf, the one on the left is softer"",
    ""Two piggy dolls are on display, wooden shelf, the one on the left is softer, ambient lighting"",
    ""Two piggy dolls are on display, wooden shelf, the one on the left is softer, ambient lighting, a small sign beneath them""
]
```",6,1,2
In a laundry room with three bins of clothes,"```python
prompts = [
    ""In a laundry room with three bins of clothes"",
    ""In a laundry room with three bins of clothes, a washing machine nearby"",
    ""In a laundry room with three bins of clothes, a washing machine nearby, one bin on top"",
    ""In a laundry room with three bins of clothes, a washing machine nearby, one bin on top, two bins on the ground"",
    ""In a laundry room with three bins of clothes, a washing machine nearby, one bin on top, two bins on the ground, top bin has dirtier clothes""
]
```",9,1,3
A mouse on a table is smaller than a mouse hanging on the left side of the table,"```python
prompts = [
    ""A mouse on a table is smaller than a mouse hanging on the left side of the table"",
    ""A mouse on a table is smaller than a mouse hanging on the left side of the table, polished wooden surface"",
    ""A mouse on a table is smaller than a mouse hanging on the left side of the table, polished wooden surface, soft ambient lighting"",
    ""A mouse on a table is smaller than a mouse hanging on the left side of the table, polished wooden surface, soft ambient lighting, shadows cast from the mice"",
    ""A mouse on a table is smaller than a mouse hanging on the left side of the table, polished wooden surface, soft ambient lighting, shadows cast from the mice, a small lamp illuminating the scene""
]
```",18,2,5
A takeaway box with a richer pattern than a tissue paper box,"```python
prompts = [
    ""A takeaway box with a richer pattern than a tissue paper box"",
    ""A takeaway box with a richer pattern than a tissue paper box, intricate floral design"",
    ""A takeaway box with a richer pattern than a tissue paper box, intricate floral design, glossy finish"",
    ""A takeaway box with a richer pattern than a tissue paper box, intricate floral design, glossy finish, vibrant colors"",
    ""A takeaway box with a richer pattern than a tissue paper box, intricate floral design, glossy finish, vibrant colors, subtle golden accents""
]
```",12,2,5
A man with a bushy moustache looks calmer than a man without one,"```python
prompts = [
    ""A man with a bushy moustache looks calmer than a man without one"",
    ""A man with a bushy moustache looks calmer than a man without one, set in a park"",
    ""A man with a bushy moustache looks calmer than a man without one, set in a park, trees with lush green leaves"",
    ""A man with a bushy moustache looks calmer than a man without one, set in a park, trees with lush green leaves, a pond nearby"",
    ""A man with a bushy moustache looks calmer than a man without one, set in a park, trees with lush green leaves, a pond nearby, a bench under a willow tree""
]
```",13,2,3
"An angrier frog sits on the steps, looking at a frog that is jumping up","```python
prompts = [
    ""An angrier frog sits on the steps, looking at a frog that is jumping up"",
    ""An angrier frog sits on the steps, looking at a frog that is jumping up, stone steps"",
    ""An angrier frog sits on the steps, looking at a frog that is jumping up, stone steps, moss-covered edges"",
    ""An angrier frog sits on the steps, looking at a frog that is jumping up, stone steps, moss-covered edges, trees in the background"",
    ""An angrier frog sits on the steps, looking at a frog that is jumping up, stone steps, moss-covered edges, trees in the background, dappled sunlight filtering through leaves""
]
```",16,0,5
A commercial street where the shops on the left look livelier than the shops on the right,"```python
prompts = [
    ""A commercial street where the shops on the left look livelier than the shops on the right"",
    ""A commercial street where the shops on the left look livelier than the shops on the right, colorful awnings"",
    ""A commercial street where the shops on the left look livelier than the shops on the right, colorful awnings, bustling pedestrians"",
    ""A commercial street where the shops on the left look livelier than the shops on the right, colorful awnings, bustling pedestrians, vibrant window displays"",
    ""A commercial street where the shops on the left look livelier than the shops on the right, colorful awnings, bustling pedestrians, vibrant window displays, cobblestone path adding charm""
]
```",17,3,5
An old man is using an iron,"```python
prompts = [
    ""An old man is using an iron"",
    ""An old man is using an iron, the jeans near him are less wrinkly"",
    ""An old man is using an iron, the jeans near him are less wrinkly, an ironing board beneath"",
    ""An old man is using an iron, the jeans near him are less wrinkly, an ironing board beneath, a vintage clock on the wall"",
    ""An old man is using an iron, the jeans near him are less wrinkly, an ironing board beneath, a vintage clock on the wall, a wooden shelf lined with neatly folded clothes""
]
```",7,1,2
Two women walking through an airport dragging suitcases,"prompts = [
    ""Two women walking through an airport dragging suitcases"",
    ""Two women walking through an airport dragging suitcases, busy terminal"",
    ""Two women walking through an airport dragging suitcases, busy terminal, bustling travelers"",
    ""Two women walking through an airport dragging suitcases, busy terminal, bustling travelers, large digital departure board"",
    ""Two women walking through an airport dragging suitcases, busy terminal, bustling travelers, large digital departure board, floor-to-ceiling windows letting in bright natural light""
]",8,0,4
A blackboard displays two curves; the pink one undulates more than the white one,"```python
prompts = [
    ""A blackboard displays two curves; the pink one undulates more than the white one"",
    ""A blackboard displays two curves; the pink one undulates more than the white one, chalk smudges"",
    ""A blackboard displays two curves; the pink one undulates more than the white one, chalk smudges, mathematical symbols"",
    ""A blackboard displays two curves; the pink one undulates more than the white one, chalk smudges, mathematical symbols, eraser marks"",
    ""A blackboard displays two curves; the pink one undulates more than the white one, chalk smudges, mathematical symbols, eraser marks, dusty chalk tray""
]
```",15,2,3
"Three athletes are running on the track, and the one wearing a red headband is closer to the finish line","```python
prompts = [
    ""Three athletes are running on the track, and the one wearing a red headband is closer to the finish line"",
    ""Three athletes are running on the track, and the one wearing a red headband is closer to the finish line, lush green field surrounds the track"",
    ""Three athletes are running on the track, and the one wearing a red headband is closer to the finish line, lush green field surrounds the track, stadium seats filled with cheering spectators"",
    ""Three athletes are running on the track, and the one wearing a red headband is closer to the finish line, lush green field surrounds the track, stadium seats filled with cheering spectators, bright afternoon sunlight casts shadows"",
    ""Three athletes are running on the track, and the one wearing a red headband is closer to the finish line, lush green field surrounds the track, stadium seats filled with cheering spectators, bright afternoon sunlight casts shadows, banner displaying sponsor logos along the trackside""
]
```",21,2,4
"A Teddy dog and a Persian cat are looking at a burning table, with the Teddy dog at a farther distance","```python
prompts = [
    ""A Teddy dog and a Persian cat are looking at a burning table, with the Teddy dog at a farther distance"",
    ""A Teddy dog and a Persian cat are looking at a burning table, with the Teddy dog at a farther distance, charred wood"",
    ""A Teddy dog and a Persian cat are looking at a burning table, with the Teddy dog at a farther distance, charred wood, rising flames"",
    ""A Teddy dog and a Persian cat are looking at a burning table, with the Teddy dog at a farther distance, charred wood, rising flames, glowing embers"",
    ""A Teddy dog and a Persian cat are looking at a burning table, with the Teddy dog at a farther distance, charred wood, rising flames, glowing embers, smoky haze enveloping the scene""
]
```",22,2,8
"Three apples on a table, a child touching the apple on the far right with hand","prompts = [
    ""Three apples on a table, a child touching the apple on the far right with hand"",
    ""Three apples on a table, a child touching the apple on the far right with hand, wooden table"",
    ""Three apples on a table, a child touching the apple on the far right with hand, wooden table, warm daylight"",
    ""Three apples on a table, a child touching the apple on the far right with hand, wooden table, warm daylight, colorful bowl"",
    ""Three apples on a table, a child touching the apple on the far right with hand, wooden table, warm daylight, colorful bowl, plaid shirt on the child""
]",17,1,5
"In the corner, there is a stack of books","```python
prompts = [
    ""In the corner, there is a stack of books"",
    ""In the corner, there is a stack of books, a wooden floor"",
    ""In the corner, there is a stack of books, a wooden floor, an antique lamp overhead"",
    ""In the corner, there is a stack of books, a wooden floor, an antique lamp overhead, shadows stretching across the room"",
    ""In the corner, there is a stack of books, a wooden floor, an antique lamp overhead, shadows stretching across the room, the spine of the book at the bottom reads 'Watch Me'""
]
```",10,0,3
"Three pandas are lying together, and the one in the middle is sneakily eating bamboo","```python
prompts = [
    ""Three pandas are lying together, and the one in the middle is sneakily eating bamboo"",
    ""Three pandas are lying together, and the one in the middle is sneakily eating bamboo, lush green forest"",
    ""Three pandas are lying together, and the one in the middle is sneakily eating bamboo, lush green forest, tall bamboo stalks"",
    ""Three pandas are lying together, and the one in the middle is sneakily eating bamboo, lush green forest, tall bamboo stalks, dappled sunlight filtering through leaves"",
    ""Three pandas are lying together, and the one in the middle is sneakily eating bamboo, lush green forest, tall bamboo stalks, dappled sunlight filtering through leaves, tranquil atmosphere""
]
```",16,0,4
"Three mugs are placed side by side; the two closest to the faucet each contain a toothbrush, while the one furthest away is empty","```python
prompts = [
    ""Three mugs are placed side by side; the two closest to the faucet each contain a toothbrush, while the one furthest away is empty"",
    ""Three mugs are placed side by side; the two closest to the faucet each contain a toothbrush, while the one furthest away is empty, a white bathroom sink"",
    ""Three mugs are placed side by side; the two closest to the faucet each contain a toothbrush, while the one furthest away is empty, a white bathroom sink, tiled wall backdrop"",
    ""Three mugs are placed side by side; the two closest to the faucet each contain a toothbrush, while the one furthest away is empty, a white bathroom sink, tiled wall backdrop, overhead lighting casting soft shadows"",
    ""Three mugs are placed side by side; the two closest to the faucet each contain a toothbrush, while the one furthest away is empty, a white bathroom sink, tiled wall backdrop, overhead lighting casting soft shadows, toothpaste tube lying next to the empty mug""
]
```",26,4,5
"Three people are sitting elegantly around a round table, each holding a cup of coffee","```python
prompts = [
    ""Three people are sitting elegantly around a round table, each holding a cup of coffee"",
    ""Three people are sitting elegantly around a round table, each holding a cup of coffee, velvet tablecloth"",
    ""Three people are sitting elegantly around a round table, each holding a cup of coffee, velvet tablecloth, ornate chairs"",
    ""Three people are sitting elegantly around a round table, each holding a cup of coffee, velvet tablecloth, ornate chairs, large window behind them"",
    ""Three people are sitting elegantly around a round table, each holding a cup of coffee, velvet tablecloth, ornate chairs, large window behind them, sun casting patterns on the floor""
]
```",16,0,5
"In a conference room, everyone looks unenthusiastic","```python
prompts = [
    ""In a conference room, everyone looks unenthusiastic"",
    ""In a conference room, everyone looks unenthusiastic, large oval table"",
    ""In a conference room, everyone looks unenthusiastic, large oval table, dim overhead lighting"",
    ""In a conference room, everyone looks unenthusiastic, large oval table, dim overhead lighting, empty whiteboard"",
    ""In a conference room, everyone looks unenthusiastic, large oval table, dim overhead lighting, empty whiteboard, scattered papers on the table""
]
```",8,1,3
"In the gym, everyone is resting except for a child who is still running on the treadmill","```python
prompts = [
    ""In the gym, everyone is resting except for a child who is still running on the treadmill"",
    ""In the gym, everyone is resting except for a child who is still running on the treadmill, rows of exercise machines"",
    ""In the gym, everyone is resting except for a child who is still running on the treadmill, rows of exercise machines, bright fluorescent lights overhead"",
    ""In the gym, everyone is resting except for a child who is still running on the treadmill, rows of exercise machines, bright fluorescent lights overhead, mirrors lining the walls"",
    ""In the gym, everyone is resting except for a child who is still running on the treadmill, rows of exercise machines, bright fluorescent lights overhead, mirrors lining the walls, sweat-soaked towels scattered on the benches""
]
```",18,0,4
Two couples walking out of a mall with shopping bags,"```python
prompts = [
    ""Two couples walking out of a mall with shopping bags"",
    ""Two couples walking out of a mall with shopping bags, glass doors behind"",
    ""Two couples walking out of a mall with shopping bags, glass doors behind, modern architecture"",
    ""Two couples walking out of a mall with shopping bags, glass doors behind, modern architecture, bustling street"",
    ""Two couples walking out of a mall with shopping bags, glass doors behind, modern architecture, bustling street, city lights glowing""
]
```",10,0,4
"On a shelf in the supermarket, all the products are blue","```python
prompts = [
    ""On a shelf in the supermarket, all the products are blue"",
    ""On a shelf in the supermarket, all the products are blue, neatly arranged"",
    ""On a shelf in the supermarket, all the products are blue, neatly arranged, brightly lit"",
    ""On a shelf in the supermarket, all the products are blue, neatly arranged, brightly lit, shiny labels"",
    ""On a shelf in the supermarket, all the products are blue, neatly arranged, brightly lit, shiny labels, reflecting light""
]
```",12,1,3
"In a basket, there are many cauliflowers, all green except for the one in the middle, which is yellow","```python
prompts = [
    ""In a basket, there are many cauliflowers, all green except for the one in the middle, which is yellow"",
    ""In a basket, there are many cauliflowers, all green except for the one in the middle, which is yellow, woven wicker"",
    ""In a basket, there are many cauliflowers, all green except for the one in the middle, which is yellow, woven wicker, rustic texture"",
    ""In a basket, there are many cauliflowers, all green except for the one in the middle, which is yellow, woven wicker, rustic texture, wooden table"",
    ""In a basket, there are many cauliflowers, all green except for the one in the middle, which is yellow, woven wicker, rustic texture, wooden table, ambient sunlight streaming through a window""
]
```",22,3,3
"A girl has three flower decorations in her hair, all of them daisies","```python
prompts = [
    ""A girl has three flower decorations in her hair, all of them daisies"",
    ""A girl has three flower decorations in her hair, all of them daisies, standing in a garden"",
    ""A girl has three flower decorations in her hair, all of them daisies, standing in a garden, vibrant green hedges"",
    ""A girl has three flower decorations in her hair, all of them daisies, standing in a garden, vibrant green hedges, colorful blooms surrounding"",
    ""A girl has three flower decorations in her hair, all of them daisies, standing in a garden, vibrant green hedges, colorful blooms surrounding, dappled sunlight filtering through the trees""
]
```",14,0,5
A clothing store with all vintage styled clothes,"```python
prompts = [
    ""A clothing store with all vintage styled clothes"",
    ""A clothing store with all vintage styled clothes, wooden shelves"",
    ""A clothing store with all vintage styled clothes, wooden shelves, antique mirrors"",
    ""A clothing store with all vintage styled clothes, wooden shelves, antique mirrors, ornate chandeliers"",
    ""A clothing store with all vintage styled clothes, wooden shelves, antique mirrors, ornate chandeliers, mannequins dressed in retro outfits""
]
```",8,0,4
A duo of laptops rests on the desk,"```python
prompts = [
    ""A duo of laptops rests on the desk"",
    ""A duo of laptops rests on the desk, one open to a bustling social media feed, the other displays a serene nature wallpaper"",
    ""A duo of laptops rests on the desk, one open to a bustling social media feed, the other displays a serene nature wallpaper, scattered papers around them"",
    ""A duo of laptops rests on the desk, one open to a bustling social media feed, the other displays a serene nature wallpaper, scattered papers around them, a cup of steaming coffee nearby"",
    ""A duo of laptops rests on the desk, one open to a bustling social media feed, the other displays a serene nature wallpaper, scattered papers around them, a cup of steaming coffee nearby, sunlight filtering through a window""
]
```",8,1,3
"At the pet store, two puppies play together, one fluffy and white like cotton candy, the other sleek and black as midnight","```python
prompts = [
    ""At the pet store, two puppies play together, one fluffy and white like cotton candy, the other sleek and black as midnight"",
    ""At the pet store, two puppies play together, one fluffy and white like cotton candy, the other sleek and black as midnight, stacks of colorful pet toys"",
    ""At the pet store, two puppies play together, one fluffy and white like cotton candy, the other sleek and black as midnight, stacks of colorful pet toys, shelves lined with food bags"",
    ""At the pet store, two puppies play together, one fluffy and white like cotton candy, the other sleek and black as midnight, stacks of colorful pet toys, shelves lined with food bags, bright fluorescent lighting"",
    ""At the pet store, two puppies play together, one fluffy and white like cotton candy, the other sleek and black as midnight, stacks of colorful pet toys, shelves lined with food bags, bright fluorescent lighting, glass aquariums with swimming fishes nearby""
]
```",25,4,7
"In the classroom, two students raise their hands eagerly","prompts = [
    ""In the classroom, two students raise their hands eagerly"",
    ""In the classroom, two students raise their hands eagerly, wooden desks"",
    ""In the classroom, two students raise their hands eagerly, wooden desks, a large chalkboard"",
    ""In the classroom, two students raise their hands eagerly, wooden desks, a large chalkboard, wall with educational posters"",
    ""In the classroom, two students raise their hands eagerly, wooden desks, a large chalkboard, wall with educational posters, sunlight filtered through large windows""
]",10,0,3
"On the bookshelf, two novels stand side by side","```python
prompts = [
    ""On the bookshelf, two novels stand side by side"",
    ""On the bookshelf, two novels stand side by side, one a thick fantasy epic with a dragon on the cover"",
    ""On the bookshelf, two novels stand side by side, one a thick fantasy epic with a dragon on the cover, the other a slim romance novel adorned with flowers"",
    ""On the bookshelf, two novels stand side by side, one a thick fantasy epic with a dragon on the cover, the other a slim romance novel adorned with flowers, wooden shelves"",
    ""On the bookshelf, two novels stand side by side, one a thick fantasy epic with a dragon on the cover, the other a slim romance novel adorned with flowers, wooden shelves, warm ambient lighting""
]
```",10,0,4
A pair of sneakers by the door,"```python
prompts = [
    ""A pair of sneakers by the door"",
    ""A pair of sneakers by the door, one pristine white"",
    ""A pair of sneakers by the door, one pristine white, laced neatly"",
    ""A pair of sneakers by the door, one pristine white, laced neatly, the other scuffed"",
    ""A pair of sneakers by the door, one pristine white, laced neatly, the other scuffed, missing a lace""
]
```",7,0,3
"In the art gallery, two paintings hang on the wall","```python
prompts = [
    ""In the art gallery, two paintings hang on the wall"",
    ""In the art gallery, two paintings hang on the wall, high ceilings"",
    ""In the art gallery, two paintings hang on the wall, high ceilings, clean white walls"",
    ""In the art gallery, two paintings hang on the wall, high ceilings, clean white walls, polished wooden floor"",
    ""In the art gallery, two paintings hang on the wall, high ceilings, clean white walls, polished wooden floor, soft natural light filtering in""
]
```",11,0,5
"At the coffee shop, two muffins sit on the display","```python
prompts = [
    ""At the coffee shop, two muffins sit on the display"",
    ""At the coffee shop, two muffins sit on the display, one studded with chocolate chips, the other bursting with blueberries"",
    ""At the coffee shop, two muffins sit on the display, one studded with chocolate chips, the other bursting with blueberries, polished glass counter"",
    ""At the coffee shop, two muffins sit on the display, one studded with chocolate chips, the other bursting with blueberries, polished glass counter, neatly arranged pastries around"",
    ""At the coffee shop, two muffins sit on the display, one studded with chocolate chips, the other bursting with blueberries, polished glass counter, neatly arranged pastries around, coffee machine humming softly in the background""
]
```",11,0,4
