Index,Prompt,Num_Words,Num_Sentences,Num_Tokens,Num_Adjectives,Num_Nouns,Num_Verbs,Num_Adverbs,Human_Ratings
1168,An ancient square surrounded by historic buildings under a clear blue sky.,13,1,13,3,4,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 4], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 4, 5]}"
1169,"A majestic fountain in the center of a bustling plaza, children playing around.",15,1,16,1,5,1,1,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [4, 4, 5]}"
1170,"A statue of a historic figure, standing tall in a quiet park.",14,1,14,2,4,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1171,"A monument commemorating heroes, with flowers laid at its base.",12,1,12,0,5,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [3, 4, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 4, 5]}"
1172,"A tranquil harbor at sunset, boats gently rocking in the water.",13,1,13,1,4,1,1,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 4]}"
1173,A busy quay with fishermen unloading their daily catch.,10,1,11,2,3,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [4, 4, 3], 'Midjourney_6': [5, 5, 4], 'SDXL_2_1': [5, 4, 3], 'SDXL_Base': [5, 4, 3], 'SDXL_Turbo': [5, 4, 5]}"
1174,"A dock at dawn, seagulls flying above waves.",10,1,10,0,4,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 3]}"
1175,A lighthouse standing guard at the edge of a rocky coastline.,12,1,12,1,4,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1176,An old windmill overlooking a field of blooming flowers.,10,1,10,1,3,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1177,"A rustic barn amid a snow-covered landscape, smoke rising from the chimney.",14,1,16,2,3,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 4, 3], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [4, 4, 4], 'SDXL_Base': [4, 4, 5], 'SDXL_Turbo': [5, 4, 5]}"
1178,An orchard in full bloom.,6,1,6,1,2,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1179,"A farm with fields of green, a tractor working in the distance.",14,1,14,1,4,1,0,"{'DALLE_3': [2, 2, 1], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [3, 3, 2]}"
1180,A sprawling ranch with herds of cattle grazing under a vast sky.,13,1,15,2,4,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1181,"A scenic trail through a dense, mysterious forest.",10,1,10,2,3,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1182,A peaceful pathway lined with blooming flowers leading to a hidden garden.,13,1,13,2,3,3,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1183,"A busy highway at night, the city lights twinkling in the distance.",14,1,16,1,5,1,0,"{'DALLE_3': [5, 5, 4], 'DeepFloyd_I_XL_v1': [5, 5, 2], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 2]}"
1184,A crossroad in a quaint village.,7,1,8,0,3,0,0,"{'DALLE_3': [4, 4, 4], 'DeepFloyd_I_XL_v1': [4, 4, 3], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 3, 2]}"
1185,"A bridge arching over a sparkling river, connecting two bustling districts.",13,1,15,2,4,1,0,"{'DALLE_3': [4, 4, 2], 'DeepFloyd_I_XL_v1': [4, 4, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 4], 'SDXL_Base': [5, 5, 4], 'SDXL_Turbo': [5, 5, 4]}"
1186,An ancient arch standing as a gateway to old city ruins.,12,1,12,2,5,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1187,"A grand gateway leading into a luxurious estate, flanked by towering trees.",14,1,15,2,3,3,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [4, 4, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 4, 5]}"
1188,"A lively plaza in the heart of the city, filled with artists and performers.",16,1,16,1,5,1,0,"{'DALLE_3': [5, 5, 4], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 5, 3], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 4, 3]}"
1189,A terrace overlooking a breathtaking mountain range.,8,1,8,0,4,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1190,A stream gently flowing under a wooden bridge in a secluded forest.,13,1,14,2,3,1,1,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1191,A meadow aglow with fireflies under a starry sky.,10,1,12,0,5,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 4, 5]}"
1192,"A cottage covered in snow, with smoke rising from the chimney.",13,1,13,0,4,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [4, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [4, 4, 5], 'SDXL_Base': [4, 4, 3], 'SDXL_Turbo': [4, 5, 4]}"
1193,"A skyscraper at dawn, the sky painted in shades of pink and orange.",15,1,17,0,6,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 4], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 5, 5]}"
1194,An alley decorated with vibrant murals.,7,1,7,1,2,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1195,"An avenue during autumn, the ground covered with fallen leaves.",12,1,12,0,4,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1196,"A statue covered in snow, standing silently in a deserted park.",13,1,13,1,3,2,1,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [4, 4, 4], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1197,"A monument under the glow of the setting sun, casting long shadows.",14,1,14,1,5,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 4, 4], 'SDXL_2_1': [5, 4, 2], 'SDXL_Base': [5, 5, 4], 'SDXL_Turbo': [5, 5, 5]}"
1198,"A harbor filled with lights, reflecting on the calm water at night.",14,1,14,1,4,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1199,On the left is a metal fork and on the right is a wooden spoon.,16,1,16,1,5,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
1200,On the left is a wooden spoon and on the right is a metal fork.,16,1,16,1,5,2,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [4, 4, 3], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [2, 2, 2]}"
1201,A spider is on the left of a crystal ball.,11,1,11,1,3,1,0,"{'DALLE_3': [3, 2, 2], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 2, 2]}"
1202,A spider is on the right of a crystal ball.,11,1,11,1,3,1,0,"{'DALLE_3': [3, 2, 2], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [3, 4, 5], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 2, 2]}"
1203,There's a spider in the hovering crystal ball.,10,1,10,1,3,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 3, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1204,A man stands in front of a small dog and blocks a flying football.,15,1,15,1,4,3,0,"{'DALLE_3': [3, 4, 2], 'DeepFloyd_I_XL_v1': [3, 4, 3], 'Midjourney_6': [3, 4, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 3, 2]}"
1205,A man stands on the left of a timid dog and blocks a flying football.,16,1,17,1,4,3,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [4, 3, 3], 'SDXL_Turbo': [2, 2, 1]}"
1206,A man stands on the right of a crying dog and blocks a flying football.,16,1,16,0,5,3,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [4, 3, 2], 'SDXL_2_1': [4, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [3, 2, 2]}"
1207,A person typing furiously on a laptop in a dimly lit room.,13,1,15,1,4,1,1,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 3], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 5, 5]}"
1208,A man teaching a young boy how to ride a bike in a sunny park.,16,1,16,2,4,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [3, 3, 5], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [2, 2, 3]}"
1209,A girl feeding a group of eager ducks at the edge of a serene pond.,16,1,16,2,5,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [4, 3, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 4, 3]}"
1210,A boy climbing a tall tree.,7,1,7,1,2,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 4], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [4, 3, 3]}"
1211,A nurse bandaging a child's scraped knee.,9,1,11,2,2,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 3], 'SDXL_Turbo': [3, 2, 2]}"
1212,A female police officer directing traffic at a busy intersection.,11,1,11,2,4,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [4, 4, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [4, 4, 3], 'SDXL_Base': [5, 4, 4], 'SDXL_Turbo': [4, 4, 3]}"
1213,"A bird soaring high above the clouds, wings spread wide.",12,1,12,2,3,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [4, 4, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1214,A rabbit nibbling on a watermelon.,7,1,9,0,2,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 4, 3], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [4, 3, 3]}"
1215,A remote lying forgotten between couch cushions.,8,1,8,2,2,1,0,"{'DALLE_3': [4, 3, 3], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [4, 4, 3], 'SDXL_Base': [4, 4, 3], 'SDXL_Turbo': [4, 4, 5]}"
1216,Headphones resting on a desk.,6,1,6,0,2,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 3], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 5, 5]}"
1217,A kangaroo without an apple looks more angry than a kangaroo that is eating an apple.,17,1,17,2,4,3,0,"{'DALLE_3': [2, 2, 3], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [2, 2, 2]}"
1218,"In a small den, all the foxes look anxious.",11,1,11,2,2,1,0,"{'DALLE_3': [5, 5, 3], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 5, 3], 'SDXL_2_1': [5, 4, 3], 'SDXL_Base': [5, 5, 3], 'SDXL_Turbo': [5, 5, 3]}"
1219,Three nervous lizards.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 2, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [3, 4, 4]}"
1220,Five curious birds.,4,1,4,1,1,0,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [4, 4, 3], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 2, 2]}"
1221,Three bored squirrels.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1222,Five nervous deer.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 4, 4], 'Midjourney_6': [3, 4, 4], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 5, 4]}"
1223,Three worried owls.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [3, 4, 4], 'SDXL_Turbo': [3, 5, 3]}"
1224,Two frustrated pandas.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 5, 4], 'DeepFloyd_I_XL_v1': [4, 4, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 4], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1225,"A sad squirrel hides behind a tree with no leaves, only one head leaking out.",17,1,17,1,5,1,1,"{'DALLE_3': [5, 5, 4], 'DeepFloyd_I_XL_v1': [4, 4, 4], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [4, 3, 3], 'SDXL_Turbo': [3, 3, 3]}"
1226,Three curious monkeys.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 3, 4], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1227,Five frustrated horses.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [3, 3, 4], 'Midjourney_6': [3, 3, 4], 'SDXL_2_1': [3, 3, 4], 'SDXL_Base': [3, 3, 4], 'SDXL_Turbo': [5, 4, 5]}"
1228,Two excited elephants to the right of a lost giraffe.,11,1,11,2,3,0,0,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [3, 2, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [2, 2, 3]}"
1229,Five relieved turtles.,4,1,4,1,1,0,0,"{'DALLE_3': [2, 3, 3], 'DeepFloyd_I_XL_v1': [3, 3, 4], 'Midjourney_6': [5, 3, 5], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [5, 3, 5], 'SDXL_Turbo': [3, 2, 4]}"
1230,Two excited pandas.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1231,Four bored boys.,4,1,4,0,1,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 3], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [5, 4, 5]}"
1232,Four embarrassed zebras.,4,1,5,1,1,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [5, 3, 5], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 2, 4], 'SDXL_Turbo': [5, 3, 4]}"
1233,Three jealous teachers.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [5, 3, 4], 'Midjourney_6': [5, 2, 4], 'SDXL_2_1': [3, 2, 3], 'SDXL_Base': [3, 3, 4], 'SDXL_Turbo': [5, 3, 5]}"
1234,Five scared monkeys.,4,1,4,1,1,0,0,"{'DALLE_3': [3, 4, 4], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [3, 4, 4], 'SDXL_2_1': [3, 3, 4], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 2, 3]}"
1235,Three scared artists.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [4, 3, 3], 'SDXL_Base': [5, 3, 4], 'SDXL_Turbo': [5, 4, 4]}"
1236,Two anxious pigs.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [5, 3, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 4, 5]}"
1237,Four glass chairs.,4,1,4,0,2,0,0,"{'DALLE_3': [3, 3, 4], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 3, 4], 'SDXL_Turbo': [3, 4, 4]}"
1238,Two glass shampoos.,4,1,6,0,2,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1239,Two metal towers.,4,1,4,0,2,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 4, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
1240,Five wooden forks.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [5, 4, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [3, 3, 4], 'SDXL_Turbo': [3, 4, 4]}"
1241,Four rubber shoes.,4,1,4,0,2,0,0,"{'DALLE_3': [5, 3, 3], 'DeepFloyd_I_XL_v1': [3, 3, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 4, 3], 'SDXL_Base': [2, 3, 3], 'SDXL_Turbo': [2, 2, 3]}"
1242,Three brick houses.,4,1,4,0,2,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 4, 4], 'SDXL_Turbo': [3, 3, 4]}"
1243,Three leather sneakers.,4,1,4,1,1,0,0,"{'DALLE_3': [5, 3, 4], 'DeepFloyd_I_XL_v1': [4, 4, 4], 'Midjourney_6': [5, 4, 4], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 3, 4], 'SDXL_Turbo': [3, 3, 3]}"
1244,Two porcelain plates.,4,1,4,0,2,0,0,"{'DALLE_3': [3, 4, 4], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [3, 4, 4]}"
1245,Five wooden forks to the left of two ceramic knives.,11,1,11,2,3,0,0,"{'DALLE_3': [5, 5, 3], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
1246,Four stainless steel forks.,5,1,5,0,3,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [3, 4, 4], 'SDXL_2_1': [3, 4, 4], 'SDXL_Base': [2, 3, 3], 'SDXL_Turbo': [3, 4, 3]}"
1247,Five canvas bags sit to the right of three woolen hats.,12,1,13,1,4,1,0,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
1248,Three ceramic cups sit to the right of a wooden fork.,12,1,12,2,4,0,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [4, 3, 4], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [3, 3, 2]}"
1249,Two wooden statues and three bronze statues.,8,1,8,1,3,0,0,"{'DALLE_3': [3, 2, 2], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [3, 2, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [2, 2, 2]}"
1250,An elegant cat with a long tail throws a ball at a cute cat without a long tail.,19,1,19,4,5,1,0,"{'DALLE_3': [5, 5, 3], 'DeepFloyd_I_XL_v1': [4, 2, 2], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [4, 2, 2], 'SDXL_Base': [4, 3, 2], 'SDXL_Turbo': [2, 2, 2]}"
1251,"Three kids, all wearing glasses, are reading a big book together in a library.",17,1,17,1,5,2,1,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 4], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
1252,Five monkeys swinging energetically from tree to tree in the jungle.,12,1,14,0,3,2,1,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [5, 4, 3], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [5, 4, 3]}"
